Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sat.;03.12.2016;16:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;25022036;BZOL F;Bezirksoberliga F;Schwabmünchen;TSV Göggingen;="0:0";="0:0";;;;;;;;
Sat.;03.12.2016;16:00;250008;Haunstetten, Sporthalle  TSV;20032242;ÜBOL MA;ÜBOL Staffel W;TSV Haunstetten II;TSV Friedberg;="0:0";="0:0";Schanze Nils;TSV Wertingen;;;;;;
Sat.;03.12.2016;16:15;250021;Bobingen, Sporthalle;20033513;ÜBL MA;ÜBL Staffel SW 1 ;TSV Bobingen;TSV Göggingen;="0:0";="0:0";Reininger Uwe;TSV Sonthofen;;;;;;
Sat.;03.12.2016;16:30;250020;Bäumenheim, Mehrzweckhalle ;25013036;BZL M;Bezirksliga M;TSV Bäumenheim;TSV Niederraunau II;="0:0";="0:0";;;;;;;;
Sat.;03.12.2016;16:30;250222;Mering, Eduard-Ettensberger-Halle;25067029;BZOL WD;Bezirksoberliga;TV Gundelfingen;TSV Aichach;="0:0";="0:0";Bartsch Marco;BHC Königsbrunn 09;Herzog Philipp;BHC Königsbrunn 09;;;;
Sat.;03.12.2016;16:30;250181;Königsbrunn, Dreifachhalle;20042243;ÜBOL MC;ÜBOL Staffel W;BHC Königsbr.09;JSG Burlafingen/Neu-Ulm;="0:0";="0:0";Müller Julian;DJK Augsburg-Hochzoll;Staib Alexander;DJK Augsburg-Hochzoll;;;;
Sat.;03.12.2016;17:00;250124;Gundelfingen,Kreissporthalle ;25057062;BZOL MD;Bezirksoberliga;TV Gundelfingen;TSV Meitingen;="0:0";="0:0";;;;;;;;
Sat.;03.12.2016;17:30;250011;Augsburg,Hans-Adlhoch-Halle Augsburg-Pfersee;25013050;BZL M;Bezirksliga M;TSV Göggingen II;TSV Aichach II;="0:0";="0:0";Rülke Bernd;FC Burlafingen;;;;;;
Sat.;03.12.2016;17:30;250222;Mering, Eduard-Ettensberger-Halle;25067030;BZOL WD;Bezirksoberliga;TV Gundelfingen;SV Mering;="0:0";="0:0";Bartsch Marco;BHC Königsbrunn 09;Herzog Philipp;BHC Königsbrunn 09;;;;
Sat.;03.12.2016;17:30;250125;Günzburg, Sporthalle ;20022065;LLF;Landesliga Staffel S;VfL Günzburg;TSV Wertingen;="0:0";="0:0";Schaub Stefan;SG Biessenhofen-Marktoberdorf;Seidel Philipp;SG Kempten-Kottern;;;;
Sat.;03.12.2016;17:30;250461;Wertingen, Sporthalle Gymnasium Wertingen;20063632;ÜBL WC;ÜBL Staffel SW 1;TSV Wertingen;SV Mering;="0:0";="0:0";Malovetz Mario;TSV Friedberg;;;;;;
Sat.;03.12.2016;17:30;250120;Gersthofen, Sporthalle Paul-Klee-Gymnasium ;20043830;ÜBL MC;ÜBL Staffel SW 1 ;TSV Gersthofen;VSC Donauwörth;="0:0";="0:0";Müller Bernhard;TSV Bäumenheim;;;;;;
Sat.;03.12.2016;17:30;250004;Augsburg, Sporthalle TSV 1871 Augsburg;20038630;ÜBL MB;ÜBL Staffel SW 1 ;SG Augsburg-Gersthofen;BHC Königsbr.09 II;="0:0";="0:0";Rülke Julia;FC Burlafingen;;;;;;
Sat.;03.12.2016;17:30;250260;Neusäss, Sporthalle an der Eichenwaldschule;20032243;ÜBOL MA;ÜBOL Staffel W;TSV Neusäss;JSG Burlafingen/Neu-Ulm;="0:0";="0:0";Kubasta Wilhelm;TSG Augsburg;Zahner Dieter;TSG Augsburg;;;;
Sat.;03.12.2016;18:00;250008;Haunstetten, Sporthalle  TSV;20010066;BY M;Bayernliga;TSV Haunstetten;DJK Waldbüttelbr;="0:0";="0:0";Spegele Markus;SC Unterpfaffenhofen/Germering;Weineck Daniel;SC Unterpfaffenhofen/Germering;;;;
Sat.;03.12.2016;18:00;250021;Bobingen, Sporthalle;25022037;BZOL F;Bezirksoberliga F;TSV Bobingen;TSV Niederraunau;="0:0";="0:0";Schwenger Hermann;TSG Hochzoll;Vogel Christine;TSV  1909 Gersthofen e.V.;;;;
Sat.;03.12.2016;18:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;25012054;BZOL M;Bezirksoberliga M;Schwabmünchen;Kissinger SC;="0:0";="0:0";Mayer Wolfgang;VfL Leipheim;Wartner Lothar;VfL Leipheim;;;;
Sat.;03.12.2016;18:00;250101;Friedberg, Sporthalle des TSV Friedberg;25012055;BZOL M;Bezirksoberliga M;TSV Friedberg III;Augsburg 1871;="0:0";="0:0";;;;;;;;
Sat.;03.12.2016;18:15;250181;Königsbrunn, Dreifachhalle;25014547;BZK M;Bezirksklasse Staffel Ost;BHC Königsbr.09 II;DJK Augsburg-Hochzoll;="0:0";="0:0";Knoller Bonifaz;TSG Augsburg;Knoller Cajetan;TSG Augsburg;;;;
Sat.;03.12.2016;18:30;250020;Bäumenheim, Mehrzweckhalle ;25024038;BZK F;Bezirksklasse F;TSV Bäumenheim;TSV Göggingen II;="0:0";="0:0";Akca Serife;BHC Königsbrunn 09;Müller Elke;BHC Königsbrunn 09;;;;
Sat.;03.12.2016;18:30;250006;Augsburg,Sporthalle ;25014548;BZK M;Bezirksklasse Staffel Ost;PSV  Aug.;BHC Königsbr.09;="0:0";="0:0";Krabler Roland;TSV Bäumenheim;;;;;;
Sat.;03.12.2016;19:00;250063;Dinkelscherben,Sporthalle Reischenau ;25014047;BZK M;Bezirksklasse Staffel West;Dinkelscherben;HSG Lauingen-Wittislingen II;="0:0";="0:0";Schnitzlein Rene;TSV Friedberg;;;;;;
Sat.;03.12.2016;19:00;250222;Mering, Eduard-Ettensberger-Halle;25013051;BZL M;Bezirksliga M;SV Mering;TSV Meitingen;="0:0";="0:0";Kraus Andreas;TSV  1909 Gersthofen e.V.;Kraus Michael;TSV  1909 Gersthofen e.V.;;;;
Sat.;03.12.2016;19:30;250125;Günzburg, Sporthalle ;20010068;BY M;Bayernliga;VfL Günzburg;TSV Niederraunau;="0:0";="0:0";Schweizer Harald;TSV Friedberg;Vornehm Herbert;TSV Haunstetten;;;;
Sat.;03.12.2016;19:30;250461;Wertingen, Sporthalle Gymnasium Wertingen;25014048;BZK M;Bezirksklasse Staffel West;TSV Wertingen II;SV Mering III;="0:0";="0:0";Malovetz Mario;TSV Friedberg;;;;;;
Sat.;03.12.2016;19:30;250004;Augsburg, Sporthalle TSV 1871 Augsburg;25023024;BZL F;Bezirksliga F;Augsburg 1871;TSV Friedberg;="0:0";="0:0";Hahn Christoph;BHC Königsbrunn 09;;;;;;
Sat.;03.12.2016;19:30;250260;Neusäss, Sporthalle an der Eichenwaldschule;25013052;BZL M;Bezirksliga M;TSV Neusäss;VSC Donauwörth;="0:0";="0:0";Bräunlein Franz;TSV  1909 Gersthofen e.V.;Meck Hans;VfL Günzburg;;;;
Sat.;03.12.2016;19:30;250011;Augsburg,Hans-Adlhoch-Halle Augsburg-Pfersee;25012056;BZOL M;Bezirksoberliga M;TSV Göggingen;SC Ichenhausen;="0:0";="0:0";Ehrenpfordt Rick;TV Gundelfingen;Haas Manuel;TV Gundelfingen;;;;
Sat.;03.12.2016;20:00;250181;Königsbrunn, Dreifachhalle;25024039;BZK F;Bezirksklasse F;BHC Königsbr.09 III;SV Mering;="0:0";="0:0";Rülke Bernd;FC Burlafingen;;;;;;
Sat.;03.12.2016;20:00;250008;Haunstetten, Sporthalle  TSV;25023025;BZL F;Bezirksliga F;TSV Haunstetten III;Kissinger SC II;="0:0";="0:0";Rülke Julia;FC Burlafingen;;;;;;
Sat.;03.12.2016;20:00;250021;Bobingen, Sporthalle;25012057;BZOL M;Bezirksoberliga M;TSV Bobingen;HSG Lauingen-Wittislingen;="0:0";="0:0";Schwenger Hermann;TSG Hochzoll;Vogel Christine;TSV  1909 Gersthofen e.V.;;;;
Sat.;03.12.2016;20:00;250101;Friedberg, Sporthalle des TSV Friedberg;20012086;LLM;Landesliga Staffel S;TSV Friedberg II;TSV Simbach;="0:0";="0:0";Hermannstädter Udo-Marcel;TS Herzogenaurach;Richter Petronela;TS Herzogenaurach;;;;
Sun.;04.12.2016;09:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;25067031;BZOL WD;Bezirksoberliga;Schwabmünchen;TSV Aichach;="0:0";="0:0";;;;;;;;
Sun.;04.12.2016;09:30;250010;Augsburg,TSG - Halle Lechhausen;25024040;BZK F;Bezirksklasse F;TSG Augsburg II;TSV Aichach II;="0:0";="0:0";Klodwig Gerhard;TSV Haunstetten;;;;;;
Sun.;04.12.2016;10:00;250200;Lauingen, Stadthalle;25058079;BZL MD;Bezirksliga;TV Lauingen;Kissinger SC;="0:0";="0:0";;;;;;;;
Sun.;04.12.2016;10:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;25067032;BZOL WD;Bezirksoberliga;TSV Niederraunau;TSV Aichach;="0:0";="0:0";;;;;;;;
Sun.;04.12.2016;10:15;250124;Gundelfingen,Kreissporthalle ;20043831;ÜBL MC;ÜBL Staffel SW 1 ;TV Gundelfingen;TSV Wertingen;="0:0";="0:0";;;;;;;;
Sun.;04.12.2016;11:00;250101;Friedberg, Sporthalle des TSV Friedberg;20035036;BY MB;Bayernliga;TSV Friedberg;SG DJK Rimpar;="0:0";="0:0";Mehmeti Kadri;TSV Ottobeuren;Murseli Rizah;TSV Ottobeuren;;;;
Sun.;04.12.2016;11:00;250125;Günzburg, Sporthalle ;20055029;BY WB;Bayernliga;VfL Günzburg;1.FCN Handball;="0:0";="0:0";Haas Yannik;HSG Dietmannsried/ Altusried;Wilken Sebastian;HSG Dietmannsried/ Altusried;;;;
Sun.;04.12.2016;11:00;250260;Neusäss, Sporthalle an der Eichenwaldschule;25068040;BZL WD;Bezirksliga;FC Burlafingen II;TSV Neusäss;="0:0";="0:0";;;;;;;;
Sun.;04.12.2016;11:00;250200;Lauingen, Stadthalle;25058080;BZL MD;Bezirksliga;SV Mering;Kissinger SC;="0:0";="0:0";;;;;;;;
Sun.;04.12.2016;11:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;25067033;BZOL WD;Bezirksoberliga;Schwabmünchen;TSV Niederraunau;="0:0";="0:0";;;;;;;;
Sun.;04.12.2016;11:00;250008;Haunstetten, Sporthalle  TSV;20058524;ÜBL WB;ÜBL Staffel SW 1;TSV Haunstetten II;Dinkelscherben;="0:0";="0:0";Vogel Christine;TSV  1909 Gersthofen e.V.;;;;;;
Sun.;04.12.2016;11:15;250010;Augsburg,TSG - Halle Lechhausen;25024041;BZK F;Bezirksklasse F;TSG Augsburg III;TSV Haunstetten IV;="0:0";="0:0";Buck Pascal;VfL Günzburg;Guckler Jonas;VfL Günzburg;;;;
Sun.;04.12.2016;11:45;250124;Gundelfingen,Kreissporthalle ;25014049;BZK M;Bezirksklasse Staffel West;TV Gundelfingen III;SC Ichenhausen II;="0:0";="0:0";Hartmann Tobias;TSV Niederraunau;Scholz Manuel;TSV Friedberg;;;;
Sun.;04.12.2016;11:45;250182;Krumbach, Halle Schulzentrum;20062235;ÜBOL WC;ÜBOL Staffel W;TSV Niederraunau;TSF Ludwigsfeld;="0:0";="0:0";Schnitzlein Maximilian;TSV Friedberg;;;;;;
Sun.;04.12.2016;12:00;250200;Lauingen, Stadthalle;25058081;BZL MD;Bezirksliga;TV Lauingen;SV Mering;="0:0";="0:0";;;;;;;;
Sun.;04.12.2016;12:00;250260;Neusäss, Sporthalle an der Eichenwaldschule;25068041;BZL WD;Bezirksliga;FC Burlafingen II;JSG Friedberg-Kissing;="0:0";="0:0";;;;;;;;
Sun.;04.12.2016;12:00;250265;Neu-Ulm, Sporthalle 2 Schulzentrum Pfuhl;20058526;ÜBL WB;ÜBL Staffel SW 1;TSV Neu-Ulm;SC Vöhringen;="0:0";="0:0";Marko Mario;SC Ichenhausen;;;;;;
Sun.;04.12.2016;12:30;250361;Schwabmünchen, Sporthalle an der Grundschule ;20063634;ÜBL WC;ÜBL Staffel SW 1;Schwabmünchen;TSV Gersthofen II;="0:0";="0:0";Simon Leon;TSV Meitingen;;;;;;
Sun.;04.12.2016;12:45;250008;Haunstetten, Sporthalle  TSV;20030040;BY MA;Bayernliga;TSV Haunstetten;HSG München West;="0:0";="0:0";Bräunlein Franz;TSV  1909 Gersthofen e.V.;Meck Hans;VfL Günzburg;;;;
Sun.;04.12.2016;13:00;250125;Günzburg, Sporthalle ;20035038;BY MB;Bayernliga;VfL Günzburg;ESV 27 Regensbg.;="0:0";="0:0";Haas Yannik;HSG Dietmannsried/ Altusried;Wilken Sebastian;HSG Dietmannsried/ Altusried;;;;
Sun.;04.12.2016;13:00;250010;Augsburg,TSG - Halle Lechhausen;25014549;BZK M;Bezirksklasse Staffel Ost;TSG Augsburg II;TSV Haunstetten III;="0:0";="0:0";Buck Pascal;VfL Günzburg;Guckler Jonas;VfL Günzburg;;;;
Sun.;04.12.2016;13:00;250260;Neusäss, Sporthalle an der Eichenwaldschule;25068042;BZL WD;Bezirksliga;TSV Neusäss;JSG Friedberg-Kissing;="0:0";="0:0";;;;;;;;
Sun.;04.12.2016;13:00;250440;Vöhringen, Sportpark ;20042245;ÜBOL MC;ÜBOL Staffel W;SC Vöhringen;TSV Sonthofen;="0:0";="0:0";Mayer Dennis;TSV Niederraunau;Mayer Jonas;TSV Niederraunau;;;;
Sun.;04.12.2016;13:00;250462;Wittislingen, Schulsporthalle ;20032245;ÜBOL MA;ÜBOL Staffel W;TSV Wittislingen;TSV Aichach;="0:0";="0:0";Füller Kai;FC Burlafingen;Maass Vincent;FC Burlafingen;;;;
Sun.;04.12.2016;13:15;250182;Krumbach, Halle Schulzentrum;20041244;LL MC;Landesliga Staffel Süd;TSV Niederraunau;SpVgg Altenerding;="0:0";="0:0";Schnitzlein Maximilian;TSV Friedberg;;;;;;
Sun.;04.12.2016;13:25;250124;Gundelfingen,Kreissporthalle ;25014050;BZK M;Bezirksklasse Staffel West;TV Gundelfingen II;Augsburg 1871 II;="0:0";="0:0";Walczer Istvan;SC Ichenhausen;;;;;;
Sun.;04.12.2016;13:30;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20057334;ÜBOL WB;ÜBOL Staffel W;FC Burlafingen;ASV Dachau;="0:0";="0:0";Salesch Markus;TSV Schwabmünchen;;;;;;
Sun.;04.12.2016;14:00;250200;Lauingen, Stadthalle;25068043;BZL WD;Bezirksliga;TV Lauingen;TSV Neu-Ulm;="0:0";="0:0";Hartl Lorenz;TSV Friedberg;Knittl Stefan;TSV Friedberg;;;;
Sun.;04.12.2016;14:00;250180;Kissing, Paartal-Halle;20043832;ÜBL MC;ÜBL Staffel SW 1 ;Kissinger SC;TSV Göggingen;="0:0";="0:0";Klodwig Gerhard;TSV Haunstetten;;;;;;
Sun.;04.12.2016;14:15;250361;Schwabmünchen, Sporthalle an der Grundschule ;20057335;ÜBOL WB;ÜBOL Staffel W;Schwabmünchen;TSV Karlsfeld;="0:0";="0:0";Schanze Nils;TSV Wertingen;;;;;;
Sun.;04.12.2016;14:45;250010;Augsburg,TSG - Halle Lechhausen;25022038;BZOL F;Bezirksoberliga F;TSG Augsburg;VSC Donauwörth;="0:0";="0:0";;;;;;;;
Sun.;04.12.2016;14:45;250000;Aichach, Sporthalle Gymnasium;20036239;LL MB;Landesliga Staffel Süd;TSV Aichach;HSG Isar-Loisach;="0:0";="0:0";Hämmerlein Harald;TSV Bäumenheim;Schiele Stefan;TSV Bäumenheim;;;;
Sun.;04.12.2016;14:45;250008;Haunstetten, Sporthalle  TSV;20061232;LL WC;Landesliga Staffel Süd;TSV Haunstetten;JSG Friedberg-Kissing;="0:0";="0:0";Deggendorfer Stefan;BHC Königsbrunn 09;;;;;;
Sun.;04.12.2016;14:45;250182;Krumbach, Halle Schulzentrum;20052427;ÜBOL WA;ÜBOL Staffel W;TSV Niederraunau;SV Mering;="0:0";="0:0";Hahn Christoph;BHC Königsbrunn 09;Schmidbauer Thomas;BHC Königsbrunn 09;;;;
Sun.;04.12.2016;15:00;250200;Lauingen, Stadthalle;25068044;BZL WD;Bezirksliga;TSV Gersthofen;TSV Neu-Ulm;="0:0";="0:0";Hartl Lorenz;TSV Friedberg;Knittl Stefan;TSV Friedberg;;;;
Sun.;04.12.2016;15:00;250125;Günzburg, Sporthalle ;25022039;BZOL F;Bezirksoberliga F;VfL Günzburg II;TSV Aichach;="0:0";="0:0";Ludwig Andreas;SV Mering;Schmidl Daniel;SV Mering;;;;
Sun.;04.12.2016;15:00;250462;Wittislingen, Schulsporthalle ;20038632;ÜBL MB;ÜBL Staffel SW 1 ;TV Lauingen;VSC Donauwörth;="0:0";="0:0";Zofka Torsten;VfL Günzburg;;;;;;
Sun.;04.12.2016;15:00;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20037236;ÜBOL MB;ÜBOL Staffel W;JSG Burlafingen/Neu-Ulm;TV Memmingen;="0:0";="0:0";Salesch Markus;TSV Schwabmünchen;;;;;;
Sun.;04.12.2016;15:15;250124;Gundelfingen,Kreissporthalle ;20022067;LLF;Landesliga Staffel S;TV Gundelfingen;SG Biessenhofen-Marktoberdorf;="0:0";="0:0";Besler Christoph;TV Waltenhofen;Böhme Rainer;TV Waltenhofen;;;;
Sun.;04.12.2016;15:30;250220;Meitingen, Sporthalle;20062236;ÜBOL WC;ÜBOL Staffel W;TSV Meitingen;TV Gundelfingen;="0:0";="0:0";;;;;;;;
Sun.;04.12.2016;16:00;250200;Lauingen, Stadthalle;25068045;BZL WD;Bezirksliga;TV Lauingen;TSV Gersthofen;="0:0";="0:0";Hartl Lorenz;TSV Friedberg;Knittl Stefan;TSV Friedberg;;;;
Sun.;04.12.2016;16:00;250180;Kissing, Paartal-Halle;20057337;ÜBOL WB;ÜBOL Staffel W;JSG Friedberg-Kissing;TSV Wertingen;="0:0";="0:0";Schanze Nils;TSV Wertingen;;;;;;
Sun.;04.12.2016;16:30;250010;Augsburg,TSG - Halle Lechhausen;25014051;BZK M;Bezirksklasse Staffel West;TSG Augsburg;TSV Weißenhorn;="0:0";="0:0";Reimann Jens;TSV Neusäss;;;;;;
Sun.;04.12.2016;16:30;250182;Krumbach, Halle Schulzentrum;20031239;LL MA;Landesliga Staffel Süd;TSV Niederraunau;SG Kempten-Kottern;="0:0";="0:0";Hahn Christoph;BHC Königsbrunn 09;Schmidbauer Thomas;BHC Königsbrunn 09;;;;
Sun.;04.12.2016;16:30;250008;Haunstetten, Sporthalle  TSV;20056244;LL WB;Landesliga Staffel Süd;TSV Haunstetten;HCD Gröbenzell;="0:0";="0:0";Hübenthal Tobias;TSV Schwabmünchen;Wenninger Ralph;TSV Schwabmünchen;;;;
Sun.;04.12.2016;16:30;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20051021;LL WA;Landesliga Staffel West;FC Burlafingen;SG Biessenhofen-Marktoberdorf;="0:0";="0:0";Szierbeck Manfred;TSV Wertingen;Weishaupt Lisa;TSV Wertingen;;;;
Sun.;04.12.2016;16:30;250000;Aichach, Sporthalle Gymnasium;20051020;LL WA;Landesliga Staffel West;TSV Aichach;TSF Ludwigsfeld;="0:0";="0:0";Buck Janina;TSV Göggingen;Fischer Christine;TSV Göggingen;;;;
Sun.;04.12.2016;17:00;250220;Meitingen, Sporthalle;25014550;BZK M;Bezirksklasse Staffel Ost;TSV Meitingen II;TSV Neusäss II;="0:0";="0:0";Deffner Christian;DJK Augsburg-Hochzoll;;;;;;
Sun.;04.12.2016;17:00;250201;Leipheim, Güssen-Halle;25022040;BZOL F;Bezirksoberliga F;VfL Leipheim;BHC Königsbr.09;="0:0";="0:0";;;;;;;;
Sun.;04.12.2016;17:00;250125;Günzburg, Sporthalle ;25012059;BZOL M;Bezirksoberliga M;VfL Günzburg II;TSV Gersthofen;="0:0";="0:0";Ludwig Andreas;SV Mering;Schmidl Daniel;SV Mering;;;;
Sun.;04.12.2016;17:00;250124;Gundelfingen,Kreissporthalle ;25012058;BZOL M;Bezirksoberliga M;TV Gundelfingen;TSV Aichach;="0:0";="0:0";Schwenger Hermann;TSG Hochzoll;Vogel Christine;TSV  1909 Gersthofen e.V.;;;;
Sun.;04.12.2016;17:30;250064;Donauwörth, Neudegger-Halle ;20032246;ÜBOL MA;ÜBOL Staffel W;VSC Donauwörth;Kissinger SC;="0:0";="0:0";Mayer Wolfgang;VfL Leipheim;Wartner Lothar;VfL Leipheim;;;;
Tue.;06.12.2016;19:15;250261;Neusäss, Sporthalle Realschule;20032216;ÜBOL MA;ÜBOL Staffel W;TSV Neusäss;TSV Haunstetten II;="0:0";="0:0";;;;;;;;
Sat.;10.12.2016;12:30;250220;Meitingen, Sporthalle;25057063;BZOL MD;Bezirksoberliga;TSV Haunstetten;TSV Meitingen;="0:0";="0:0";Engelhardt Timotheus;BHC Königsbrunn 09;Paulik Emil;BHC Königsbrunn 09;;;;
Sat.;10.12.2016;13:30;250008;Haunstetten, Sporthalle  TSV;25014551;BZK M;Bezirksklasse Staffel Ost;TSV Haunstetten III;TSV Bobingen II;="0:0";="0:0";Tappert Stephan;TSV Friedberg;;;;;;
Sat.;10.12.2016;13:30;250125;Günzburg, Sporthalle ;25067034;BZOL WD;Bezirksoberliga;VfL Günzburg;BHC Königsbr.09;="0:0";="0:0";Driske Jonah;TSV Friedberg;Keis Maximilian;TSV Friedberg;;;;
Sat.;10.12.2016;13:30;250220;Meitingen, Sporthalle;25057064;BZOL MD;Bezirksoberliga;TSV Niederraunau;TSV Haunstetten;="0:0";="0:0";Engelhardt Timotheus;BHC Königsbrunn 09;Paulik Emil;BHC Königsbrunn 09;;;;
Sat.;10.12.2016;13:30;250180;Kissing, Paartal-Halle;20043833;ÜBL MC;ÜBL Staffel SW 1 ;Kissinger SC;Augsburg 1871;="0:0";="0:0";Kessler Lasse;TSV Neusäss;Oberle Amos;TSV Neusäss;;;;
Sat.;10.12.2016;14:30;250220;Meitingen, Sporthalle;25057065;BZOL MD;Bezirksoberliga;TSV Meitingen;TSV Niederraunau;="0:0";="0:0";Engelhardt Timotheus;BHC Königsbrunn 09;Paulik Emil;BHC Königsbrunn 09;;;;
Sat.;10.12.2016;14:30;250125;Günzburg, Sporthalle ;25067035;BZOL WD;Bezirksoberliga;BHC Königsbr.09;TSV Niederraunau;="0:0";="0:0";Driske Jonah;TSV Friedberg;Keis Maximilian;TSV Friedberg;;;;
Sat.;10.12.2016;15:00;250462;Wittislingen, Schulsporthalle ;25023026;BZL F;Bezirksliga F;HSG Lauingen-Wittislingen;Augsburg 1871;="0:0";="0:0";Freitag Norbert;TV Dillingen;;;;;;
Sat.;10.12.2016;15:15;250000;Aichach, Sporthalle Gymnasium;25013053;BZL M;Bezirksliga M;TSV Aichach II;TSV Friedberg IV;="0:0";="0:0";Herrmann Maurice Marc;TSV Neusäss;Salesch Markus;TSV Schwabmünchen;;;;
Sat.;10.12.2016;15:30;250180;Kissing, Paartal-Halle;25014552;BZK M;Bezirksklasse Staffel Ost;Kissinger SC II;BHC Königsbr.09 II;="0:0";="0:0";Klodwig Gerhard;TSV Haunstetten;;;;;;
Sat.;10.12.2016;15:30;250125;Günzburg, Sporthalle ;25067036;BZOL WD;Bezirksoberliga;TSV Niederraunau;VfL Günzburg;="0:0";="0:0";Driske Jonah;TSV Friedberg;Keis Maximilian;TSV Friedberg;;;;
Sat.;10.12.2016;15:30;250121;Göggingen, Anton-Bezler-Halle;20043834;ÜBL MC;ÜBL Staffel SW 1 ;TSV Göggingen;TV Lauingen;="0:0";="0:0";Kraus Michael;TSV  1909 Gersthofen e.V.;;;;;;
Sat.;10.12.2016;15:45;250120;Gersthofen, Sporthalle Paul-Klee-Gymnasium ;20063638;ÜBL WC;ÜBL Staffel SW 1;TSV Gersthofen II;Eichenauer SV;="0:0";="0:0";Zofka Torsten;VfL Günzburg;;;;;;
Sat.;10.12.2016;16:00;250220;Meitingen, Sporthalle;20058527;ÜBL WB;ÜBL Staffel SW 1;TSV Meitingen;TSV Haunstetten II;="0:0";="0:0";Müller Julian;DJK Augsburg-Hochzoll;Staib Alexander;DJK Augsburg-Hochzoll;;;;
Sat.;10.12.2016;16:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;20057338;ÜBOL WB;ÜBOL Staffel W;Schwabmünchen;TSV Wertingen;="0:0";="0:0";Selder Johannes;TSV Friedberg;;;;;;
Sat.;10.12.2016;16:30;250181;Königsbrunn, Dreifachhalle;25014553;BZK M;Bezirksklasse Staffel Ost;BHC Königsbr.09;TSV Meitingen II;="0:0";="0:0";Reininger Uwe;TSV Sonthofen;;;;;;
Sat.;10.12.2016;17:00;250462;Wittislingen, Schulsporthalle ;25014053;BZK M;Bezirksklasse Staffel West;HSG Lauingen-Wittislingen II;TSV Wertingen II;="0:0";="0:0";Andorfer Peter;TSF Ludwigsfeld;;;;;;
Sat.;10.12.2016;17:00;250160;Ichenhausen, Franziska-Ziehank-Halle ;25014052;BZK M;Bezirksklasse Staffel West;SC Ichenhausen II;TSG Augsburg;="0:0";="0:0";Grosser Stefan;HSG Lauingen-Wittislingen;;;;;;
Sat.;10.12.2016;17:00;250182;Krumbach, Halle Schulzentrum;25013054;BZL M;Bezirksliga M;TSV Niederraunau II;TSV Göggingen II;="0:0";="0:0";Wenninger Ralph;TSV Schwabmünchen;Zander Marius;TSV Schwabmünchen;;;;
Sat.;10.12.2016;17:00;250064;Donauwörth, Neudegger-Halle ;25022041;BZOL F;Bezirksoberliga F;VSC Donauwörth;TSV Bobingen;="0:0";="0:0";Reimann Jens;TSV Neusäss;Schnepf Jürgen;TSF Ludwigsfeld;;;;
Sat.;10.12.2016;17:00;250063;Dinkelscherben,Sporthalle Reischenau ;20058528;ÜBL WB;ÜBL Staffel SW 1;Dinkelscherben;TSV Neu-Ulm;="0:0";="0:0";Weber Georg;TSV Meitingen;;;;;;
Sat.;10.12.2016;17:00;250009;Augsburg-Hochzoll, DJK-Sporthalle ;20038633;ÜBL MB;ÜBL Staffel SW 1 ;DJK Augsburg-Hochzoll;TV Lauingen;="0:0";="0:0";;;;;;;;
Sat.;10.12.2016;17:00;250125;Günzburg, Sporthalle ;20062237;ÜBOL WC;ÜBOL Staffel W;VfL Günzburg;TV Gundelfingen;="0:0";="0:0";Englet Rainer;TSV Wittislingen;;;;;;
Sat.;10.12.2016;17:15;250000;Aichach, Sporthalle Gymnasium;25022042;BZOL F;Bezirksoberliga F;TSV Aichach;VfL Leipheim;="0:0";="0:0";Pribil Dieter;TSV Schwabmünchen;Pribil Klaus;BHC Königsbrunn 09;;;;
Sat.;10.12.2016;17:15;250220;Meitingen, Sporthalle;20038634;ÜBL MB;ÜBL Staffel SW 1 ;TSV Meitingen;SG Augsburg-Gersthofen;="0:0";="0:0";Müller Julian;DJK Augsburg-Hochzoll;Staib Alexander;DJK Augsburg-Hochzoll;;;;
Sat.;10.12.2016;17:30;250121;Göggingen, Anton-Bezler-Halle;25024042;BZK F;Bezirksklasse F;TSV Göggingen II;TSG Augsburg III;="0:0";="0:0";Klodwig Gerhard;TSV Haunstetten;;;;;;
Sat.;10.12.2016;17:30;250004;Augsburg, Sporthalle TSV 1871 Augsburg;25014054;BZK M;Bezirksklasse Staffel West;Augsburg 1871 II;Schwabmünchen III;="0:0";="0:0";Zofka Torsten;VfL Günzburg;;;;;;
Sat.;10.12.2016;17:30;250180;Kissing, Paartal-Halle;20022070;LLF;Landesliga Staffel S;Kissinger SC;TV Waltenhofen;="0:0";="0:0";Kranich Julia;SpVgg Altenerding;Künstner Katharina;SpVgg Altenerding;;;;
