Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sun.;17.07.2016;15:00;250180;Kissing, Paartal-Halle;20161020;Pokal M;pokal V;Kissinger SC;TSV Göggingen;="26:23";="0:0";Bieber Patrick;VfL Günzburg;Geiger Christian;VfL Günzburg;;;;
Sun.;17.07.2016;16:00;250021;Bobingen, Sporthalle;20161021;Pokal M;pokal V;TSV Bobingen;TSV Niederraunau;="20:41";="11:22";Haas Clemens;Kissinger SC;Tappert Stephan;TSV Friedberg;;;;
Sun.;17.07.2016;16:30;250008;Haunstetten, Sporthalle  TSV;20161022;Pokal M;pokal V;TSV Haunstetten;TSV Friedberg;="29:18";="0:0";Bräunlein Franz;TSV  1909 Gersthofen e.V.;Meck Hans;VfL Günzburg;;;;
Sat.;30.07.2016;18:00;250064;Donauwörth, Neudegger-Halle ;20161019;Pokal M;pokal V;VSC Donauwörth;VfL Günzburg;="20:27";="11:12";Förster Joachim;TSV Meitingen;Kamlah Thomas;TSV Meitingen;;;;
Sun.;04.09.2016;12:00;250180;Kissing, Paartal-Halle;20160063;Pokal M;Pokal M R2 T8;TSV Ismaning;TSV Landsberg;="35:27";="19:12";Heekeren Björn;TSV Friedberg;Schupp Patrick;TSV Friedberg;;;;
Sun.;04.09.2016;14:00;250180;Kissing, Paartal-Halle;20160064;Pokal M;Pokal M R2 T8;TSV Weilheim;Kissinger SC;="19:26";="7:15";Heekeren Björn;TSV Friedberg;Schupp Patrick;TSV Friedberg;;;;
Sun.;04.09.2016;16:30;250180;Kissing, Paartal-Halle;20160065;Pokal M;Pokal M R2 T8;TSV Ismaning;Kissinger SC;="29:19";="0:0";Sand Frank;TV Lauingen;Schaarschmidt Michael;TV Gundelfingen;;;;
Sat.;17.09.2016;12:30;250101;Friedberg, Sporthalle des TSV Friedberg;20032201;ÜBOL MA;ÜBOL Staffel W;TSV Friedberg;VSC Donauwörth;="35:18";="16:9";Herrmann Maurice Marc;TSV Neusäss;Salesch Markus;TSV Schwabmünchen;;;;
Sat.;17.09.2016;14:00;250008;Haunstetten, Sporthalle  TSV;20056201;LL WB;Landesliga Staffel Süd;TSV Haunstetten;PSV München;="32:15";="17:7";Barnickel Lucas;TSV Schwabmünchen;Hübenthal Frank;TSV Schwabmünchen;;;;
Sat.;17.09.2016;14:00;250180;Kissing, Paartal-Halle;20061201;LL WC;Landesliga Staffel Süd;JSG Friedberg-Kissing;TSV Haunstetten;="14:21";="9:13";Krabler Roland;TSV Bäumenheim;Müller Bernhard;TSV Bäumenheim;;;;
Sat.;17.09.2016;14:00;250220;Meitingen, Sporthalle;20062201;ÜBOL WC;ÜBOL Staffel W;TSV Meitingen;TSV Aichach;="18:14";="11:10";Bromberger Angela;SV Mering;Graf Katharina;SV Mering;;;;
Sat.;17.09.2016;14:30;250101;Friedberg, Sporthalle des TSV Friedberg;20040001;BY MC;Bayernliga;TSV Friedberg;TSV Unterhaching;="0:1";="0:0";Kubasta Wilhelm;TSG Augsburg;;;;;;
Sat.;17.09.2016;15:30;250461;Wertingen, Sporthalle Gymnasium Wertingen;25014001;BZK M;Bezirksklasse Staffel West;TSV Wertingen II;TSV Weißenhorn;="32:22";="14:11";Kapfer Andreas;TSV Haunstetten;;;;;;
Sat.;17.09.2016;15:30;250440;Vöhringen, Sportpark ;20037203;ÜBOL MB;ÜBOL Staffel W;SC Vöhringen;TSV Landsberg;="22:11";="13:4";Rülke Julia;FC Burlafingen;;;;;;
Sat.;17.09.2016;15:45;250008;Haunstetten, Sporthalle  TSV;20042202;ÜBOL MC;ÜBOL Staffel W;TSV Haunstetten;TV Waltenhofen;="26:23";="0:0";Simon Leon;TSV Meitingen;;;;;;
Sat.;17.09.2016;16:15;250101;Friedberg, Sporthalle des TSV Friedberg;20035001;BY MB;Bayernliga;TSV Friedberg;HC Erlangen;="20:26";="0:0";Dautovic Elmir;PSV München;Mc Kie Thomas;TSV Unterhaching;;;;
Sat.;17.09.2016;16:30;250001;Aichach, Grundschule Aichach-Nord;20032202;ÜBOL MA;ÜBOL Staffel W;TSV Aichach;BHC Königsbr.09;="36:25";="15:13";Schanze Nils;TSV Wertingen;;;;;;
Sat.;17.09.2016;17:00;250222;Mering, Eduard-Ettensberger-Halle;25014002;BZK M;Bezirksklasse Staffel West;SV Mering III;Augsburg 1871 II;="27:23";="13:12";Walczer Istvan;SC Ichenhausen;;;;;;
Sat.;17.09.2016;17:00;250182;Krumbach, Halle Schulzentrum;20031201;LL MA;Landesliga Staffel Süd;TSV Niederraunau;TSV Herrsching;="29:25";="13:10";Vathke Bennet;DJK Augsburg-Hochzoll;Walter David;DJK Augsburg-Hochzoll;;;;
Sat.;17.09.2016;17:30;250461;Wertingen, Sporthalle Gymnasium Wertingen;25013001;BZL M;Bezirksliga M;TSV Wertingen;TSV Aichach II;="27:21";="12:13";Hahn Christoph;BHC Königsbrunn 09;Schmidbauer Thomas;BHC Königsbrunn 09;;;;
Sat.;17.09.2016;17:30;250121;Göggingen, Anton-Bezler-Halle;25013002;BZL M;Bezirksliga M;TSV Göggingen II;TSV Meitingen;="0:0";="0:0";Bräunlein Franz;TSV  1909 Gersthofen e.V.;;;;;;
Sat.;17.09.2016;17:30;250125;Günzburg, Sporthalle ;20022002;LLF;Landesliga Staffel S;VfL Günzburg;Kissinger SC;="28:24";="14:12";Flohr Benjamin;MTV Stadeln e. V.;Murrmann Stefan;TSV Altenfurt;;;;
Sat.;17.09.2016;17:30;250260;Neusäss, Sporthalle an der Eichenwaldschule;20032203;ÜBOL MA;ÜBOL Staffel W;TSV Neusäss;TSV Wittislingen;="29:36";="13:13";Reininger Uwe;TSV Sonthofen;;;;;;
Sat.;17.09.2016;18:00;250101;Friedberg, Sporthalle des TSV Friedberg;20010001;BY M;Bayernliga;TSV Friedberg;HaSpo Bayreuth;="30:27";="15:15";Börkey Günther;TSV Herrsching;Holzner Rudolf;TSV Großhadern;;;;
Sat.;17.09.2016;18:30;250011;Augsburg,Hans-Adlhoch-Halle Augsburg-Pfersee;25014501;BZK M;Bezirksklasse Staffel Ost;PSV  Aug.;Kissinger SC II;="22:36";="7:17";Schwenger Hermann;TSG Hochzoll;;;;;;
Sat.;17.09.2016;19:00;250222;Mering, Eduard-Ettensberger-Halle;25014502;BZK M;Bezirksklasse Staffel Ost;SV Mering II;TSV Meitingen II;="17:20";="4:11";Pöppel Robert;TSV 1871 Augsburg;;;;;;
Sat.;17.09.2016;19:00;250063;Dinkelscherben,Sporthalle Reischenau ;25014003;BZK M;Bezirksklasse Staffel West;Dinkelscherben;SC Ichenhausen II;="26:24";="15:12";Andorfer Peter;TSF Ludwigsfeld;;;;;;
Sat.;17.09.2016;19:30;250125;Günzburg, Sporthalle ;20010005;BY M;Bayernliga;VfL Günzburg;TSV Lohr;="23:26";="14:13";Flohr Benjamin;MTV Stadeln e. V.;Murrmann Stefan;TSV Altenfurt;;;;
Sat.;17.09.2016;19:30;250182;Krumbach, Halle Schulzentrum;20010004;BY M;Bayernliga;TSV Niederraunau;TSV Unterhaching;="26:33";="15:18";Duscher Daniel;FC Neunburg v.Wald;Wilhelm Matthias;FC Neunburg v.Wald;;;;
Sat.;17.09.2016;19:30;250020;Bäumenheim, Mehrzweckhalle ;25013003;BZL M;Bezirksliga M;TSV Bäumenheim;VSC Donauwörth;="25:29";="14:14";Rülke Bernd;FC Burlafingen;;;;;;
Sat.;17.09.2016;19:30;250260;Neusäss, Sporthalle an der Eichenwaldschule;25013004;BZL M;Bezirksliga M;TSV Neusäss;Schwabmünchen II;="31:27";="17:13";Mensinger Mathias;VfL Günzburg;;;;;;
Sat.;17.09.2016;19:30;250121;Göggingen, Anton-Bezler-Halle;25012002;BZOL M;Bezirksoberliga M;TSV Göggingen;VfL Günzburg II;="23:16";="11:8";Reimann Jens;TSV Neusäss;Schnepf Jürgen;TSF Ludwigsfeld;;;;
Sat.;17.09.2016;19:30;250004;Augsburg, Sporthalle TSV 1871 Augsburg;25012003;BZOL M;Bezirksoberliga M;Augsburg 1871;TSV Aichach;="23:23";="9:9";Ehrenpfordt Rick;TV Gundelfingen;Haas Manuel;TV Gundelfingen;;;;
Sat.;17.09.2016;19:30;250461;Wertingen, Sporthalle Gymnasium Wertingen;20022004;LLF;Landesliga Staffel S;TSV Wertingen;HG Ingolstadt;="28:30";="13:17";Heekeren Björn;TSV Friedberg;Schupp Patrick;TSV Friedberg;;;;
Sat.;17.09.2016;20:00;250008;Haunstetten, Sporthalle  TSV;20012006;LLM;Landesliga Staffel S;TSV Haunstetten II;TSV Simbach;="33:26";="12:12";Besler Christoph;TV Waltenhofen;Böhme Rainer;TV Waltenhofen;;;;
Sun.;18.09.2016;09:30;250125;Günzburg, Sporthalle ;25057001;BZOL MD;Bezirksoberliga;VfL Günzburg;TV Gundelfingen;="21:6";="16:4";Rosenberger Johannes;TSV Niederraunau;Rothermel Florian;TSV Niederraunau;;;;
Sun.;18.09.2016;10:00;250181;Königsbrunn, Dreifachhalle;25024001;BZK F;Bezirksklasse F;BHC Königsbr.09 III;TSV Göggingen II;="18:28";="8:12";Krabler Roland;TSV Bäumenheim;;;;;;
Sun.;18.09.2016;10:15;250124;Gundelfingen,Kreissporthalle ;20062202;ÜBOL WC;ÜBOL Staffel W;TV Gundelfingen;VfL Günzburg;="13:10";="7:3";Grosser Stefan;HSG Lauingen-Wittislingen;;;;;;
Sun.;18.09.2016;10:30;250125;Günzburg, Sporthalle ;25057002;BZOL MD;Bezirksoberliga;SC Vöhringen;TV Gundelfingen;="17:9";="10:4";Rosenberger Johannes;TSV Niederraunau;Rothermel Florian;TSV Niederraunau;;;;
Sun.;18.09.2016;11:30;250125;Günzburg, Sporthalle ;25057003;BZOL MD;Bezirksoberliga;SC Vöhringen;Schwabmünchen;="7:19";="4:9";Rosenberger Johannes;TSV Niederraunau;Rothermel Florian;TSV Niederraunau;;;;
Sun.;18.09.2016;11:45;250124;Gundelfingen,Kreissporthalle ;25014004;BZK M;Bezirksklasse Staffel West;TV Gundelfingen III;Schwabmünchen III;="27:23";="13:9";Füller Kai;FC Burlafingen;Maass Vincent;FC Burlafingen;;;;
Sun.;18.09.2016;11:45;250181;Königsbrunn, Dreifachhalle;20061204;LL WC;Landesliga Staffel Süd;BHC Königsbr.09;TSV EBE Forst United;="17:31";="0:0";Szierbeck Manfred;TSV Wertingen;Weishaupt Lisa;TSV Wertingen;;;;
Sun.;18.09.2016;12:30;250125;Günzburg, Sporthalle ;25057004;BZOL MD;Bezirksoberliga;Schwabmünchen;VfL Günzburg;="20:23";="11:14";Rosenberger Johannes;TSV Niederraunau;Rothermel Florian;TSV Niederraunau;;;;
Sun.;18.09.2016;12:45;250010;Augsburg,TSG - Halle Lechhausen;25024002;BZK F;Bezirksklasse F;TSG Augsburg II;TSV Haunstetten IV;="27:17";="14:9";Bindal Rojin;Kissinger SC;;;;;;
Sun.;18.09.2016;13:00;250180;Kissing, Paartal-Halle;20032204;ÜBOL MA;ÜBOL Staffel W;Kissinger SC;JSG Burlafingen/Neu-Ulm;="27:33";="12:17";Bandlow Joachim;VfL Günzburg;Buck Lothar;SC Ichenhausen;;;;
Sun.;18.09.2016;13:25;250124;Gundelfingen,Kreissporthalle ;25014005;BZK M;Bezirksklasse Staffel West;TV Gundelfingen II;HSG Lauingen-Wittislingen II;="30:25";="12:9";Kraus Andreas;TSV  1909 Gersthofen e.V.;Kraus Michael;TSV  1909 Gersthofen e.V.;;;;
Sun.;18.09.2016;13:45;250181;Königsbrunn, Dreifachhalle;20036202;LL MB;Landesliga Staffel Süd;BHC Königsbr.09;TuS Fürstenfeldbruck;="23:37";="0:0";Buck Janina;TSV Göggingen;Fischer Christine;TSV Göggingen;;;;
Sun.;18.09.2016;14:30;250010;Augsburg,TSG - Halle Lechhausen;25014503;BZK M;Bezirksklasse Staffel Ost;TSG Augsburg II;TSV Neusäss II;="17:24";="5:13";Ludwig Andreas;SV Mering;Schmidl Daniel;SV Mering;;;;
Sun.;18.09.2016;14:30;250125;Günzburg, Sporthalle ;20041203;LL MC;Landesliga Staffel Süd;VfL Günzburg;TSV Niederraunau;="22:29";="8:16";Samtleben Karina;TSV Göggingen;Smotzek Svenja;TSV Haunstetten;;;;
Sun.;18.09.2016;14:30;250262;Neu-Ulm, Realschulhalle Muthenhölzle;20062204;ÜBOL WC;ÜBOL Staffel W;TSF Ludwigsfeld;FC Burlafingen;="21:30";="12:16";Rülke Julia;FC Burlafingen;;;;;;
Sun.;18.09.2016;14:30;250182;Krumbach, Halle Schulzentrum;20062238;ÜBOL WC;ÜBOL Staffel W;TSV Niederraunau;TSV Gersthofen;="17:23";="7:12";Waldmann Pius;TSV Niederraunau;;;;;;
Sun.;18.09.2016;15:00;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20042205;ÜBOL MC;ÜBOL Staffel W;JSG Burlafingen/Neu-Ulm;SC Vöhringen;="21:17";="0:0";Guckler Jonas;VfL Günzburg;;;;;;
Sun.;18.09.2016;15:15;250124;Gundelfingen,Kreissporthalle ;20022005;LLF;Landesliga Staffel S;TV Gundelfingen;SV München Laim;="18:20";="11:11";Dautovic Elmir;PSV München;Mc Kie Thomas;TSV Unterhaching;;;;
Sun.;18.09.2016;15:30;250181;Königsbrunn, Dreifachhalle;25024003;BZK F;Bezirksklasse F;BHC Königsbr.09 II;TSV Aichach II;="20:23";="8:14";Smotzek Claudia;TSV Haunstetten;;;;;;
Sun.;18.09.2016;16:20;250010;Augsburg,TSG - Halle Lechhausen;25024004;BZK F;Bezirksklasse F;TSG Augsburg III;TSV Neu-Ulm;="19:15";="11:7";Walczer Istvan;SC Ichenhausen;;;;;;
Sun.;18.09.2016;16:30;250125;Günzburg, Sporthalle ;20035004;BY MB;Bayernliga;VfL Günzburg;TSV Haunstetten;="21:23";="0:0";Berger Christian;TSV Allach 09 ;Berger Stefan;TSV Allach 09 ;;;;
Fri.;23.09.2016;20:00;250180;Kissing, Paartal-Halle;20022008;LLF;Landesliga Staffel S;Kissinger SC;TV Gundelfingen;="24:17";="13:9";Haas Yannik;HSG Dietmannsried/ Altusried;Wilken Sebastian;HSG Dietmannsried/ Altusried;;;;
Sat.;24.09.2016;13:30;250120;Gersthofen, Sporthalle Paul-Klee-Gymnasium ;25058001;BZL MD;Bezirksliga;TSV Gersthofen;BHC Königsbr.09 II;="7:15";="4:9";Müller Julian;DJK Augsburg-Hochzoll;Staib Alexander;DJK Augsburg-Hochzoll;;;;
Sat.;24.09.2016;14:00;250008;Haunstetten, Sporthalle  TSV;20020009;BY F;Bayernliga;TSV Haunstetten II;HSG Fichtelgebirge;="0:0";="0:0";Mehmeti Kadri;TSV Ottobeuren;Murseli Rizah;TSV Ottobeuren;;;;
Sat.;24.09.2016;14:00;250260;Neusäss, Sporthalle an der Eichenwaldschule;20043801;ÜBL MC;ÜBL Staffel SW 1 ;TSV Neusäss;TSV Gersthofen;="22:21";="10:10";Bartsch Marco;BHC Königsbrunn 09;Herzog Philipp;BHC Königsbrunn 09;;;;
Sat.;24.09.2016;14:15;250361;Schwabmünchen, Sporthalle an der Grundschule ;20057304;ÜBOL WB;ÜBOL Staffel W;Schwabmünchen;MTV 79 München;="25:24";="13:12";Weber Georg;TSV Meitingen;;;;;;
Sat.;24.09.2016;14:30;250120;Gersthofen, Sporthalle Paul-Klee-Gymnasium ;25058002;BZL MD;Bezirksliga;BHC Königsbr.09 II;TV Lauingen;="14:12";="8:10";Kraus Andreas;TSV  1909 Gersthofen e.V.;;;;;;
Sat.;24.09.2016;15:30;250180;Kissing, Paartal-Halle;25014504;BZK M;Bezirksklasse Staffel Ost;Kissinger SC II;BHC Königsbr.09;="20:21";="0:0";Kasten Patrick;TSV 1871 Augsburg;;;;;;
Sat.;24.09.2016;15:30;250120;Gersthofen, Sporthalle Paul-Klee-Gymnasium ;25058003;BZL MD;Bezirksliga;TV Lauingen;TSV Gersthofen;="14:12";="6:5";Staib Alexander;DJK Augsburg-Hochzoll;;;;;;
Sat.;24.09.2016;15:30;250260;Neusäss, Sporthalle an der Eichenwaldschule;25023001;BZL F;Bezirksliga F;TSV Neusäss;Schwabmünchen II;="16:26";="9:10";Krabler Roland;TSV Bäumenheim;;;;;;
Sat.;24.09.2016;16:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;20051002;LL WA;Landesliga Staffel West;Schwabmünchen;TSG Estenfeld;="25:23";="14:8";Füller Kai;FC Burlafingen;;;;;;
Sat.;24.09.2016;16:00;250008;Haunstetten, Sporthalle  TSV;20032205;ÜBOL MA;ÜBOL Staffel W;TSV Haunstetten II;TSV Aichach;="23:27";="12:10";Vinek Gino;SV Mering;;;;;;
Sat.;24.09.2016;16:00;250440;Vöhringen, Sportpark ;20042206;ÜBOL MC;ÜBOL Staffel W;SC Vöhringen;TSV Ottobeuren;="26:24";="0:0";Kiebler Oliver;TSV Niederraunau;;;;;;
Sat.;24.09.2016;17:00;250160;Ichenhausen, Franziska-Ziehank-Halle ;25014006;BZK M;Bezirksklasse Staffel West;SC Ichenhausen II;TSV Wertingen II;="32:18";="12:9";Andorfer Peter;TSF Ludwigsfeld;;;;;;
Sat.;24.09.2016;17:00;250064;Donauwörth, Neudegger-Halle ;20032206;ÜBOL MA;ÜBOL Staffel W;VSC Donauwörth;TV Gundelfingen;="27:19";="9:6";Pribil Dieter;TSV Schwabmünchen;Wildegger Manfred;TSV Schwabmünchen;;;;
Sat.;24.09.2016;17:30;250125;Günzburg, Sporthalle ;20035006;BY MB;Bayernliga;VfL Günzburg;SG DJK Rimpar;="22:36";="10:17";Schaub Stefan;SG Biessenhofen-Marktoberdorf;Seidel Philipp;SG Kempten-Kottern;;;;
Sat.;24.09.2016;17:30;250121;Göggingen, Anton-Bezler-Halle;25024005;BZK F;Bezirksklasse F;TSV Göggingen II;TSG Augsburg II;="10:23";="5:8";Hahn Christoph;BHC Königsbrunn 09;;;;;;
Sat.;24.09.2016;17:30;250260;Neusäss, Sporthalle an der Eichenwaldschule;25014505;BZK M;Bezirksklasse Staffel Ost;TSV Neusäss II;TSV Bobingen II;="11:23";="0:0";Selder Johannes;TSV Friedberg;;;;;;
Sat.;24.09.2016;17:30;250120;Gersthofen, Sporthalle Paul-Klee-Gymnasium ;20063602;ÜBL WC;ÜBL Staffel SW 1;TSV Gersthofen II;TSV Wertingen;="8:20";="5:8";Guckler Jonas;VfL Günzburg;;;;;;
Sat.;24.09.2016;18:00;250008;Haunstetten, Sporthalle  TSV;20010008;BY M;Bayernliga;TSV Haunstetten;TSV Unterhaching;="27:29";="14:15";Gierke David;ASV Dachau;Konwitschny Korbinian;ASV Dachau;;;;
Sat.;24.09.2016;18:00;250222;Mering, Eduard-Ettensberger-Halle;25014506;BZK M;Bezirksklasse Staffel Ost;SV Mering II;TSG Augsburg II;="19:26";="9:12";Herrmann Maurice Marc;TSV Neusäss;Salesch Markus;TSV Schwabmünchen;;;;
Sat.;24.09.2016;18:00;250361;Schwabmünchen, Sporthalle an der Grundschule ;25013007;BZL M;Bezirksliga M;Schwabmünchen II;TSV Aichach II;="29:22";="13:12";Buck Edgar;TSV Göggingen;Buck Lothar;SC Ichenhausen;;;;
Sat.;24.09.2016;19:00;250064;Donauwörth, Neudegger-Halle ;25013005;BZL M;Bezirksliga M;VSC Donauwörth;TSV Göggingen II;="22:13";="10:6";Reimann Jens;TSV Neusäss;Schnepf Jürgen;TSF Ludwigsfeld;;;;
Sat.;24.09.2016;19:15;250120;Gersthofen, Sporthalle Paul-Klee-Gymnasium ;25012006;BZOL M;Bezirksoberliga M;TSV Gersthofen;TSV Bobingen;="29:25";="14:13";Hartmann Tobias;TSV Niederraunau;Scholz Manuel;TSV Friedberg;;;;
Sat.;24.09.2016;19:15;250160;Ichenhausen, Franziska-Ziehank-Halle ;25012005;BZOL M;Bezirksoberliga M;SC Ichenhausen;TV Gundelfingen;="17:26";="6:12";Heigemeir Rainer;TSV  1909 Gersthofen e.V.;Reim Jürgen;TSV Schwabmünchen;;;;
Sat.;24.09.2016;19:30;250260;Neusäss, Sporthalle an der Eichenwaldschule;25013006;BZL M;Bezirksliga M;TSV Neusäss;SV Mering;="22:34";="9:16";Haas Clemens;Kissinger SC;Tappert Stephan;TSV Friedberg;;;;
Sat.;24.09.2016;19:30;250121;Göggingen, Anton-Bezler-Halle;25012007;BZOL M;Bezirksoberliga M;TSV Göggingen;Schwabmünchen;="20:23";="7:13";Jäger Michael;VfL Günzburg;Mensinger Mathias;VfL Günzburg;;;;
Sat.;24.09.2016;19:30;250125;Günzburg, Sporthalle ;25012008;BZOL M;Bezirksoberliga M;VfL Günzburg II;TSV Aichach;="29:30";="15:17";Gastschiedsrichter BW I;Dummy 1;Gastschiedsrichter BW II;Dummy 1;;;;
Sat.;24.09.2016;20:00;250222;Mering, Eduard-Ettensberger-Halle;25024006;BZK F;Bezirksklasse F;SV Mering;BHC Königsbr.09 II;="21:24";="11:13";Wenninger Ralph;TSV Schwabmünchen;;;;;;
Sat.;24.09.2016;20:00;250008;Haunstetten, Sporthalle  TSV;25014507;BZK M;Bezirksklasse Staffel Ost;TSV Haunstetten III;PSV  Aug.;="37:18";="19:8";Kubasta Wilhelm;TSG Augsburg;;;;;;
Sun.;25.09.2016;10:00;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;25058004;BZL MD;Bezirksliga;JSG Burlafingen/Neu-Ulm II;SC Ichenhausen;="20:5";="0:0";Paetzold Sandro;SC Vöhringen;;;;;;
Sun.;25.09.2016;10:00;250008;Haunstetten, Sporthalle  TSV;20042207;ÜBOL MC;ÜBOL Staffel W;TSV Haunstetten;TSV Sonthofen;="37:11";="0:0";Simon Leon;TSV Meitingen;;;;;;
Sun.;25.09.2016;10:30;250180;Kissing, Paartal-Halle;20057306;ÜBOL WB;ÜBOL Staffel W;JSG Friedberg-Kissing;FC Burlafingen;="23:16";="13:8";Pöppel Robert;TSV 1871 Augsburg;;;;;;
Sun.;25.09.2016;10:45;250182;Krumbach, Halle Schulzentrum;20062205;ÜBOL WC;ÜBOL Staffel W;TSV Niederraunau;TV Gundelfingen;="21:20";="12:10";Schnitzlein Rene;TSV Friedberg;;;;;;
Sun.;25.09.2016;11:00;250101;Friedberg, Sporthalle des TSV Friedberg;20040008;BY MC;Bayernliga;TSV Friedberg;HC Erlangen;="0:1";="0:0";Smotzek Claudia;TSV Haunstetten;;;;;;
Sun.;25.09.2016;11:00;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;25058005;BZL MD;Bezirksliga;Leipheim/Silheim;SC Ichenhausen;="15:16";="4:7";Paetzold Sandro;SC Vöhringen;;;;;;
Sun.;25.09.2016;11:15;250181;Königsbrunn, Dreifachhalle;20032207;ÜBOL MA;ÜBOL Staffel W;BHC Königsbr.09;TSV Neusäss;="27:31";="15:15";Hübenthal Holger;TSV Schwabmünchen;;;;;;
Sun.;25.09.2016;11:45;250008;Haunstetten, Sporthalle  TSV;20061207;LL WC;Landesliga Staffel Süd;TSV Haunstetten;TuS Prien;="23:19";="13:10";Thomas Franz;TV Lauingen;;;;;;
Sun.;25.09.2016;12:00;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;25058006;BZL MD;Bezirksliga;Leipheim/Silheim;JSG Burlafingen/Neu-Ulm II;="2:22";="1:12";Paetzold Sandro;SC Vöhringen;;;;;;
Sun.;25.09.2016;12:15;250182;Krumbach, Halle Schulzentrum;20041206;LL MC;Landesliga Staffel Süd;TSV Niederraunau;TSV Gilching;="25:29";="13:14";Schnitzlein Rene;TSV Friedberg;;;;;;
Sun.;25.09.2016;12:30;250000;Aichach, Sporthalle Gymnasium;25058007;BZL MD;Bezirksliga;SV Mering;TSV Aichach;="12:17";="7:9";Staib Alexander;DJK Augsburg-Hochzoll;;;;;;
Sun.;25.09.2016;12:45;250101;Friedberg, Sporthalle des TSV Friedberg;20035007;BY MB;Bayernliga;TSV Friedberg;TV Eibach 03;="16:33";="0:0";Sand Frank;TV Lauingen;Schaarschmidt Michael;TV Gundelfingen;;;;
Sun.;25.09.2016;13:00;250181;Königsbrunn, Dreifachhalle;20042209;ÜBOL MC;ÜBOL Staffel W;BHC Königsbr.09;SG Kempten-Kottern;="25:27";="0:0";Seifert Sabrina;TSV Aichach;Vlahinic Iva;TSV Aichach;;;;
Sun.;25.09.2016;13:00;250200;Lauingen, Stadthalle;20052404;ÜBOL WA;ÜBOL Staffel W;TV Lauingen;TSV Mindelheim;="35:5";="20:2";Fischer Richard;VSC Donauwörth;;;;;;
Sun.;25.09.2016;13:30;250008;Haunstetten, Sporthalle  TSV;20035009;BY MB;Bayernliga;TSV Haunstetten;ESV 27 Regensbg.;="22:27";="0:0";Mehmeti Kadri;TSV Ottobeuren;Murseli Rizah;TSV Ottobeuren;;;;
Sun.;25.09.2016;13:30;250000;Aichach, Sporthalle Gymnasium;25058008;BZL MD;Bezirksliga;SV Mering;TSV Göggingen;="10:11";="3:6";Staib Alexander;DJK Augsburg-Hochzoll;;;;;;
Sun.;25.09.2016;13:45;250182;Krumbach, Halle Schulzentrum;20036205;LL MB;Landesliga Staffel Süd;TSV Niederraunau;TSV Herrsching;="32:28";="17:13";Buck Janina;TSV Göggingen;Fischer Christine;TSV Göggingen;;;;
Sun.;25.09.2016;14:00;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20032208;ÜBOL MA;ÜBOL Staffel W;JSG Burlafingen/Neu-Ulm;TSV Wittislingen;="26:27";="13:14";Rülke Bernd;FC Burlafingen;;;;;;
Sun.;25.09.2016;14:30;250000;Aichach, Sporthalle Gymnasium;25058009;BZL MD;Bezirksliga;TSV Aichach;TSV Göggingen;="11:6";="6:4";Müller Julian;DJK Augsburg-Hochzoll;Staib Alexander;DJK Augsburg-Hochzoll;;;;
Sun.;25.09.2016;14:30;250101;Friedberg, Sporthalle des TSV Friedberg;20012015;LLM;Landesliga Staffel S;TSV Friedberg II;TSV Ottobeuren;="23:35";="13:19";Sand Frank;TV Lauingen;Schaarschmidt Michael;TV Gundelfingen;;;;
Sun.;25.09.2016;14:30;250125;Günzburg, Sporthalle ;20062206;ÜBOL WC;ÜBOL Staffel W;VfL Günzburg;TSV Aichach;="33:14";="16:9";Krabler Roland;TSV Bäumenheim;;;;;;
Sun.;25.09.2016;15:00;250200;Lauingen, Stadthalle;25014008;BZK M;Bezirksklasse Staffel West;HSG Lauingen-Wittislingen II;Augsburg 1871 II;="25:22";="10:12";Schanze Nils;TSV Wertingen;;;;;;
Sun.;25.09.2016;15:15;250008;Haunstetten, Sporthalle  TSV;20030007;BY MA;Bayernliga;TSV Haunstetten;HC Erlangen;="30:23";="0:0";Füller Kai;FC Burlafingen;Maass Vincent;FC Burlafingen;;;;
Sun.;25.09.2016;15:15;250220;Meitingen, Sporthalle;25014508;BZK M;Bezirksklasse Staffel Ost;TSV Meitingen II;DJK Augsburg-Hochzoll;="17:30";="7:11";Barnickel Lucas;TSV Schwabmünchen;Hübenthal Frank;TSV Schwabmünchen;;;;
Sun.;25.09.2016;15:15;250124;Gundelfingen,Kreissporthalle ;20051003;LL WA;Landesliga Staffel West;TV Gundelfingen;SG Biessenhofen-Marktoberdorf;="20:13";="10:5";Wenninger Ralph;TSV Schwabmünchen;Zander Marius;TSV Schwabmünchen;;;;
Sun.;25.09.2016;15:15;250182;Krumbach, Halle Schulzentrum;20052405;ÜBOL WA;ÜBOL Staffel W;TSV Niederraunau;TSV Ottobeuren;="34:22";="15:7";Reininger Uwe;TSV Sonthofen;;;;;;
