Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sat.;17.12.2016;14:30;270460;Waltenhofen, Mehrzweckhalle ;20056250;LL WB;Landesliga Staffel Süd;TV Waltenhofen;Dietmannsried/Altusried;="0:0";="0:0";Felfernigg Walter;TSV Pfronten;Hein Wolfgang;TSV Pfronten;;;;
Sat.;17.12.2016;14:30;220200;Lichtenfels, Städt. Sporthalle;20038249;ÜBL MB;ÜBL Staffel N ;TS Lichtenfels;TV Marktleugast;="0:0";="0:0";Schreiner-Marr Sabine;TSV Weitramsdorf;;;;;;
Sat.;17.12.2016;14:30;210121;Giebelstadt Mehrzweckhalle;20063138;ÜBL WC;ÜBL Staffel NW  2;SpVgg Giebelstadt;TV Gerolzhofen;="0:0";="0:0";Oetjen Arne;SG DJK Rimpar;;;;;;
Sat.;17.12.2016;14:30;260481;Zwiesel, Realschulsporthalle;20043622;ÜBL MC;ÜBL Staffel SO 1;HSG Bayerwald;VFL Landshut II;="0:0";="0:0";Stempfhuber Markus;HSG Schwab/kirchen;;;;;;
Sat.;17.12.2016;14:30;260462;Wartenberg, Strogen-Halle ;20063836;ÜBL WC;ÜBL Staffel SO 1 ;TSV Wartenberg;SpVgg Altenerding III;="0:0";="0:0";Ullrich Peter;TSV Gaimersheim;;;;;;
Sat.;17.12.2016;14:30;250121;Göggingen, Anton-Bezler-Halle;20043804;ÜBL MC;ÜBL Staffel SW 1 ;TSV Göggingen;TSV Wertingen;="0:0";="0:0";;;;;;;;
Sat.;17.12.2016;14:30;210361;Schweinfurt Schulzentrum West;20042052;ÜBOL MC;ÜBOL Staffel NW;MHV Schweinf.09;SG Schwabach/Roth;="0:0";="0:0";Feulner Christoph;HSC Bad Neustadt;;;;;;
Sat.;17.12.2016;14:30;270460;Waltenhofen, Mehrzweckhalle ;20032429;ÜBOL MA;ÜBOL Staffel SW;TV Waltenhofen;HSG Würm-Mitte;="0:0";="0:0";Sailer Thomas;TSV Mindelheim;Schielle Christian;TSV Mindelheim;;;;
Sat.;17.12.2016;14:45;230340;Rednitzhembach, Gemeindezentrum;20038330;ÜBL MB;ÜBL Staffel M;SV Rednitzhembach;JSG Nürnberger Land;="0:0";="0:0";Poxleitner Nadine;MTV Stadeln e. V.;;;;;;
Sat.;17.12.2016;14:45;260086;Erdweg, Schulsporthalle;20038847;ÜBL MB;ÜBL Staffel S 1;SpVgg Erdweg;SV München Laim;="0:0";="0:0";König Dominik;TSV Taufkirchen/Vils;Mittermeier Christian;TSV Taufkirchen/Vils;;;;
Sat.;17.12.2016;15:00;240101;Feucht, Zeidler-Sporthalle;20063327;ÜBL WC;ÜBL Staffel N 2;TSV 04 Feucht;HC Erlangen II;="0:0";="0:0";Pernet Anja;TSV 1899 Röthenbach;;;;;;
Sat.;17.12.2016;15:00;240300;Obertraubling, Sportzentrum;20063437;ÜBL WC;ÜBL Staffel NO;SV Obertraubling;HSG Pyrbaum/Seligenporten;="0:0";="0:0";;;;;;;;
Sat.;17.12.2016;15:00;270364;Sonthofen, Allgäusporthalle ;20033628;ÜBL MA;ÜBL Staffel SW 2;TSV Sonthofen;Eichenauer SV;="0:0";="0:0";Pinder-Browne Lucas;TSV Sonthofen;;;;;;
Sat.;17.12.2016;15:00;230343;Rothenburg, An der Bleiche;20052305;ÜBOL WA;ÜBOL Staffel M;TSV Rothenburg;JSG Kernfranken;="0:0";="0:0";Farthöfer Björn;TV 09 Dietenhofen;;;;;;
Sat.;17.12.2016;15:00;240462;Weiden, Sporthalle Realschule;20057240;ÜBOL WB;ÜBOL Staffel NO;HC Weiden;HV Oberviechtach;="0:0";="0:0";Hain Wolfgang;TV Wackersdorf;;;;;;
Sat.;17.12.2016;15:15;270100;Fürstenfeldbruck, Wittelsbacher-Halle;20041223;LL MC;Landesliga Staffel Süd;TuS Fürstenfeldbruck;TSV Niederraunau;="0:0";="0:0";;;;;;;;
Sat.;17.12.2016;15:30;210342;Rimpar DJK-Halle;20020077;BY F;Bayernliga;SG DJK Rimpar;1.FCN Handball;="0:0";="0:0";Balzer Wolfgang;TV Gefrees;Schreiner Heiko;TV Gefrees;;;;
Sat.;17.12.2016;15:30;250361;Schwabmünchen, Sporthalle an der Grundschule ;20063641;ÜBL WC;ÜBL Staffel SW 1;Schwabmünchen;SV Mering;="0:0";="0:0";Bindal Rojin;Kissinger SC;;;;;;
Sat.;17.12.2016;15:45;210142;Haßfurt Schulzentrum;20033120;ÜBL MA;ÜBL Staffel N;TV Königsberg;HSG Rödental/Neustadt;="0:0";="0:0";Schramm Tobias;MHV Schweinfurt 09 e.V.;;;;;;
Sat.;17.12.2016;16:00;230264;Nürnberg, Altenfurt Sporthalle;20031036;LL MA;Landesliga Staffel Nord;TSV Altenfurt;SG Auerbach/Pegnitz;="0:0";="0:0";Ebeling Tobias;TV Heilsbronn;Ertel Niko;MTV Stadeln e. V.;;;;
Sat.;17.12.2016;16:00;230141;Heilsbronn, Hohenzollernhalle;20043315;ÜBL MC;ÜBL Staffel M 1 ;JSG Kernfranken;TSV Wendelstein;="0:0";="0:0";Pechstein Christoph;Tuspo Nürnberg;;;;;;
Sat.;17.12.2016;16:00;220041;Coburg, BGS Halle;20033121;ÜBL MA;ÜBL Staffel N;HSC 2000 Coburg II;TV Michelau;="0:0";="0:0";Schimpl Mario;TSV Weitramsdorf;;;;;;
Sat.;17.12.2016;16:00;210361;Schweinfurt Schulzentrum West;20058048;ÜBL WB;ÜBL Staffel NW ;MHV Schweinf.09;DJK Nüdlingen;="0:0";="0:0";Feulner Christoph;HSC Bad Neustadt;;;;;;
Sat.;17.12.2016;16:00;260461;Waldkraiburg, Halle Hauptschule;20044116;ÜBL MC;ÜBL Staffel S 2;VfL Waldkraiburg;TuS Prien;="0:0";="0:0";Klein Stefan;SG Moosburg e.V.;Samberger Sebastian;SG Moosburg e.V.;;;;
Sat.;17.12.2016;16:00;220224;Münchberg, Gymnasiumhalle;20052233;ÜBOL WA;ÜBOL Staffel N;TV Münchberg;Windeck/Burgebrach;="0:0";="0:0";Gilch Roland;HSV 2012 Hochfranken;;;;;;
Sat.;17.12.2016;16:00;240143;Hersbruck, Sportzentrum;20032124;ÜBOL MA;ÜBOL Staffel NO;HC Hersbruck e.V;TV 77 Lauf;="0:0";="0:0";Amode Manfred;HSG Nabburg-Schwarzenfeld;Schrempel Oliver;HSG Nabburg-Schwarzenfeld;;;;
Sat.;17.12.2016;16:00;240360;Schierling, Mehrzweckhalle;20052149;ÜBOL WA;ÜBOL Staffel NO;Schierling/Langquaid;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sat.;17.12.2016;16:00;250120;Gersthofen, Sporthalle Paul-Klee-Gymnasium ;20062241;ÜBOL WC;ÜBOL Staffel W;TSV Gersthofen;TSF Ludwigsfeld;="0:0";="0:0";Smotzek Sabrina;TSV Haunstetten;;;;;;
Sat.;17.12.2016;16:15;230340;Rednitzhembach, Gemeindezentrum;20043346;ÜBL MC;ÜBL Staffel M 1 ;SV Rednitzhembach;TSV Stein;="0:0";="0:0";Mai Corinna;MTV Stadeln e. V.;;;;;;
Sat.;17.12.2016;16:15;260481;Zwiesel, Realschulsporthalle;20038429;ÜBL MB;ÜBL Staffel NO ;HSG Bayerwald;ATSV Kelheim e.V;="0:0";="0:0";Stempfhuber Markus;HSG Schwab/kirchen;;;;;;
Sat.;17.12.2016;16:15;210121;Giebelstadt Mehrzweckhalle;20058049;ÜBL WB;ÜBL Staffel NW ;SpVgg Giebelstadt;TV 1884 Markthdf;="0:0";="0:0";Wolf Florian;HSV Thüngersheim;;;;;;
Sat.;17.12.2016;16:15;210141;Höchberg Mainlandhalle;20038136;ÜBL MB;ÜBL Staffel NW 2;TG 1862 Höchberg;JSG Nieder-Utten-Dorf;="0:0";="0:0";Nöth Florian;TG Heidingsfeld;;;;;;
Sat.;17.12.2016;16:15;270020;Bad Tölz, Sporthalle an der Jahnstrasse;20037440;ÜBOL MB;ÜBOL Staffel SW;TV Bad Tölz;SSV Ettal;="0:0";="0:0";Schindler Jonas;HSG Isar-Loisach;;;;;;
Sat.;17.12.2016;17:00;280130;Grafing, Schulsportzentrum ;20031244;LL MA;Landesliga Staffel Süd;TSV Grafing;TSV Allach 09;="0:0";="0:0";Gürsel Linay;SV Anzing;Wollin Michaela;SV Anzing;;;;
Sat.;17.12.2016;17:00;270100;Fürstenfeldbruck, Wittelsbacher-Halle;20063640;ÜBL WC;ÜBL Staffel SW 1;TuS Fürstenfeldbruck;TSV Wertingen;="0:0";="0:0";Meckl Romana;TuS Fürstenfeldbruck;;;;;;
Sat.;17.12.2016;17:00;240321;Pyrbaum, Schulsporthalle;20052150;ÜBOL WA;ÜBOL Staffel NO;HSG Pyrbaum/Seligenporten;SV Obertraubling;="0:0";="0:0";Polster Georg;HG Eckental;;;;;;
Sat.;17.12.2016;17:00;260261;Neufahrn, Halle des TSV Neufahrn;20052607;ÜBOL WA;ÜBOL Staffel SO;HSG Isar-Mitte;JSG Nürnberger Land;="0:0";="0:0";Hägler Johannes;SSV Schrobenhausen;Kroll Kevin;DJK Ingolstadt;;;;
Sat.;17.12.2016;17:30;270463;Weßling, Sporthalle am Meilinger Weg ;20038717;ÜBL MB;ÜBL Staffel SW 2 ;SC Weßling;SV Pullach;="0:0";="0:0";Werner Johannes;SC Weßling;;;;;;
Sat.;17.12.2016;17:30;240261;Neumarkt, Halle Willi-Gluck-Gymnasium;20057241;ÜBOL WB;ÜBOL Staffel NO;DJK SV Berg;MTV  Ingolstadt;="0:0";="0:0";Sostmeier Jürgen;SG Rohr/Pavelsbach;;;;;;
Sat.;17.12.2016;17:45;260164;Ingolstadt, Bezirkssportanlage Süd-Ost;20032317;ÜBOL MA;ÜBOL Staffel SO;MBB SG Manching;SG Moosburg e.V.;="0:0";="0:0";Köbrich Patrick;TSV Schleißheim;Minich Thomas;TSV Schleißheim;;;;
Sat.;17.12.2016;18:00;250101;Friedberg, Sporthalle des TSV Friedberg;20012122;LLM;Landesliga Staffel S;TSV Friedberg II;HSG Würm-Mitte;="0:0";="0:0";De Angelis Nicola;TSV 2000 Rothenburg;Gröner Marko;TSV 2000 Rothenburg;;;;
Sat.;17.12.2016;18:00;230340;Rednitzhembach, Gemeindezentrum;20052347;ÜBOL WA;ÜBOL Staffel M;SV Rednitzhembach;TSV Altenfurt;="0:0";="0:0";Rieger Christian;TV Gunzenhausen;;;;;;
Sat.;17.12.2016;19:00;280130;Grafing, Schulsportzentrum ;20022077;LLF;Landesliga Staffel S;TSV Grafing;TV Waltenhofen;="0:0";="0:0";Dautovic Elmir;PSV München;Mc Kie Thomas;TSV Unterhaching;;;;
Sun.;18.12.2016;10:00;220141;Hirschaid, Regnitz-Arena;20043130;ÜBL MC;ÜBL Staffel N 1;TV Hallstadt;HG Hut/Ahorn;="0:0";="0:0";;;;;;;;
Sun.;18.12.2016;10:00;210080;Estenfeld Mehrzweckhalle;20062031;ÜBOL WC;ÜBOL Staffel NW;TSG Estenfeld;DJK Waldbüttelbr;="0:0";="0:0";Mehrlich Michael;Handball-Club Unterfranken;;;;;;
Sun.;18.12.2016;10:00;280362;Salzburg, Sporthalle;20042448;ÜBOL MC;ÜBOL Staffel S;SG SHV/UHC Salzburg;FC Bayern München;="0:0";="0:0";Gastschiedsrichter Österreich I;Dummy 1;;;;;;
Sun.;18.12.2016;10:30;220142;Hof, Jahnhalle;20038250;ÜBL MB;ÜBL Staffel N ;TSV Hof 1861;TV Münchberg;="0:0";="0:0";Biegler Martina;HG Naila;;;;;;
Sun.;18.12.2016;10:45;270022;Biessenhofen, Jahnhalle;20038736;ÜBL MB;ÜBL Staffel SW 2 ;SG Biessenhofen-Marktoberdorf;TV Waltenhofen;="0:0";="0:0";Eisenhut Benedikt;SG Biessenhofen-Marktoberdorf;Stumm Nico;SG Biessenhofen-Marktoberdorf;;;;
Sun.;18.12.2016;11:00;260300;Oberschleißheim, Sporthalle an der Jahnstr. ;20040050;BY MC;Bayernliga;TSV Schleißheim;SV Anzing;="0:0";="0:0";Schiele Leopold;TSV Gaimersheim;Ullrich Tobias;TSV Gaimersheim;;;;
Sun.;18.12.2016;11:00;280160;Ismaning, Schulsporthalle;20061035;LL WC;Landesliga Staffel Nord;TSV Ismaning;TSV Gaimersheim;="0:0";="0:0";Wachsmann Klaus;TSV Forstenried;;;;;;
Sun.;18.12.2016;11:00;270160;Immenstadt, Julius-Kunert-Halle;20063746;ÜBL WC;ÜBL Staffel SW 2;TV Immenstadt;TSV Ottobeuren;="0:0";="0:0";Serban Matei;TV Immenstadt;;;;;;
Sun.;18.12.2016;11:00;230142;Heroldsberg, Sporthalle;20042139;ÜBOL MC;ÜBOL Staffel NO;Tuspo Heroldsberg;ESV 27 Regensbg.;="0:0";="0:0";;;;;;;;
Sun.;18.12.2016;11:30;220260;Naila, Frankenhalle;20063240;ÜBL WC;ÜBL Staffel N 1;HG Naila;TSV Hof 1861;="0:0";="0:0";Goeritz Sven;HaSpo Bayreuth;;;;;;
Sun.;18.12.2016;11:30;280080;Ebersberg, Dr. Wintrich-Halle;20064221;ÜBL WC;ÜBL Staffel S 3;TSV EBE Forst United II;TSV Sauerlach;="0:0";="0:0";Lemke Thomas;HSG München West;;;;;;
Sun.;18.12.2016;11:30;250462;Wittislingen, Schulsporthalle ;20043837;ÜBL MC;ÜBL Staffel SW 1 ;TV Lauingen;TSV Neusäss;="0:0";="0:0";Buck Pascal;VfL Günzburg;;;;;;
Sun.;18.12.2016;11:30;220141;Hirschaid, Regnitz-Arena;20057141;ÜBOL WB;ÜBOL Staffel N;TV Hallstadt;HC Forchheim;="0:0";="0:0";;;;;;;;
Sun.;18.12.2016;11:35;280362;Salzburg, Sporthalle;20037532;ÜBOL MB;ÜBOL Staffel S;SG SHV/UHC Salzburg;SV-DJK Taufkirchen;="0:0";="0:0";Gastschiedsrichter Österreich I;Dummy 1;;;;;;
Sun.;18.12.2016;11:45;210080;Estenfeld Mehrzweckhalle;20056040;LL WB;Landesliga Staffel Nord;TSG Estenfeld;DJK Waldbüttelbr;="0:0";="0:0";Mahler Benjamin;HSG Volkach;;;;;;
Sun.;18.12.2016;12:00;230100;Feuchtwangen, Sporthalle;20058316;ÜBL WB;ÜBL Staffel M ;TSV Schnelldorf;1.FCN Handball II;="0:0";="0:0";Lorenz Hans;TSV 2000 Rothenburg;;;;;;
Sun.;18.12.2016;12:00;220342;Rödental, Franz-Goebel-Halle;20058130;ÜBL WB;ÜBL Staffel N;HSG Rödental/Neustadt;SG Bad Rodach/Großw.;="0:0";="0:0";Krügl Niklas;TV Michelau;;;;;;
Sun.;18.12.2016;12:15;270022;Biessenhofen, Jahnhalle;20063747;ÜBL WC;ÜBL Staffel SW 2;SG Biessenhofen-Marktoberdorf;TSV Murnau;="0:0";="0:0";Eisenhut Benedikt;SG Biessenhofen-Marktoberdorf;Stumm Nico;SG Biessenhofen-Marktoberdorf;;;;
Sun.;18.12.2016;12:30;210361;Schweinfurt Schulzentrum West;20032032;ÜBOL MA;ÜBOL Staffel NW;MHV Schweinf.09;HC Erlangen II;="0:0";="0:0";Schülling Tobias;TV Ochsenfurt;Seyfried Mario;HSG Pleichach;;;;
Sun.;18.12.2016;12:45;230142;Heroldsberg, Sporthalle;20057039;ÜBOL WB;ÜBOL Staffel NW;Tuspo Heroldsberg;TSV Wendelstein;="0:0";="0:0";Friedrich Daniel;ESV Flügelrad Nürnberg;;;;;;
Sun.;18.12.2016;13:00;280080;Ebersberg, Dr. Wintrich-Halle;20061237;LL WC;Landesliga Staffel Süd;TSV EBE Forst United;TuS Prien;="0:0";="0:0";Wichmann Thomas;SV 1880 München;;;;;;
Sun.;18.12.2016;13:00;220260;Naila, Frankenhalle;20043240;ÜBL MC;ÜBL Staffel N 2;HG Naila;TV Gefrees;="0:0";="0:0";Goeritz Sven;HaSpo Bayreuth;;;;;;
Sun.;18.12.2016;13:00;210401;Thüngersheim Raiffeisen Sporthalle;20038030;ÜBL MB;ÜBL Staffel NW 1;HSV Thüngersheim;TSV Karlstadt;="0:0";="0:0";Klafke Sonja;HG Maintal;Sachse Sophia;HG Maintal;;;;
Sun.;18.12.2016;13:00;280403;Traunreut, Halle TuS Traunreut;20044145;ÜBL MC;ÜBL Staffel S 2;TuS Traunreut;TSV Übersee;="0:0";="0:0";Fries Katharina;TSV EBE Forst United;;;;;;
Sun.;18.12.2016;13:00;220141;Hirschaid, Regnitz-Arena;20032033;ÜBOL MA;ÜBOL Staffel NW;TV Hallstadt;HSC Bad Neustadt;="0:0";="0:0";;;;;;;;
Sun.;18.12.2016;13:00;250462;Wittislingen, Schulsporthalle ;20052430;ÜBOL WA;ÜBOL Staffel W;TV Lauingen;TSV Ottobeuren;="0:0";="0:0";Kamlah Stephanie;TSG Augsburg;Kubasta Kristina;TSG Augsburg;;;;
Sun.;18.12.2016;13:15;280362;Salzburg, Sporthalle;20033737;ÜBL MA;ÜBL Staffel S 1;SG SHV/UHC Salzburg;TSV Sauerlach;="0:0";="0:0";Gastschiedsrichter Österreich I;Dummy 1;;;;;;
Sun.;18.12.2016;13:30;240083;Erlangen, Sporthalle am Europakanal;20060039;BY WC;Bayernliga;HC Erlangen;SV-DJK Taufkirchen;="0:0";="0:0";Lippmann Andreas;HSG Siemens Erlangen/ FC Niederlindach;;;;;;
Sun.;18.12.2016;13:30;210080;Estenfeld Mehrzweckhalle;20051025;LL WA;Landesliga Staffel West;TSG Estenfeld;TSF Ludwigsfeld;="0:0";="0:0";Götz Marco;TV Gerolzhofen;Kütt Julian;SG DJK Rimpar;;;;
Sun.;18.12.2016;13:40;240104;Forchheim, Berufschulturnhalle;20043438;ÜBL MC;ÜBL Staffel M 2 ;HC Forchheim;TSV Neustadt;="0:0";="0:0";Krämer Theo;TS Herzogenaurach;;;;;;
Sun.;18.12.2016;14:00;270126;Gilching, Rathaushalle ;20041224;LL MC;Landesliga Staffel Süd;TSV Gilching;SV-DJK Taufkirchen;="0:0";="0:0";Bolkart Annika;SC Weßling;Wastian Hannah;SC Weßling;;;;
Sun.;18.12.2016;14:00;210061;Dittelbrunn Marienbach-Zentrum;20038031;ÜBL MB;ÜBL Staffel NW 1;SG Pfändhausen/Schweinfurt;SG DJK Rimpar II;="0:0";="0:0";Schmidt Robert;TSV Mellrichstadt;;;;;;
Sun.;18.12.2016;14:00;260262;Neuburg, Halle am Volksfestplatz;20043745;ÜBL MC;ÜBL Staffel SO 2 ;TSV 1862 Neuburg;TSV Karlsfeld;="0:0";="0:0";Köbrich Patrick;TSV Schleißheim;Minich Thomas;TSV Schleißheim;;;;
Sun.;18.12.2016;14:00;230100;Feuchtwangen, Sporthalle;20052348;ÜBOL WA;ÜBOL Staffel M;TuS Feuchtwangen;TSV Schnelldorf;="0:0";="0:0";Wolff Ricco;TV Roßtal;;;;;;
Sun.;18.12.2016;14:00;280247;München, Sporthalle ESV München;20037441;ÜBOL MB;ÜBOL Staffel SW;HSG München West;TSV Weilheim;="0:0";="0:0";Gürsel Linay;SV Anzing;;;;;;
Sun.;18.12.2016;14:15;230361;Schwanstetten,Gemeindezentrum;20033238;ÜBL MA;ÜBL Staffel M;1.FC Schwand;JSG Fürther Land;="0:0";="0:0";Schöpf Thomas;TSV 1860 Weißenburg;;;;;;
Sun.;18.12.2016;14:30;260323;Pfaffenhofen, Halle des Schyren-Gymnasium;20056005;LL WB;Landesliga Staffel Nord;MTV Pfaffenhofen;TV Helmbrechts;="0:0";="0:0";Zartner Michael;TSV Karlsfeld;;;;;;
Sun.;18.12.2016;14:30;280080;Ebersberg, Dr. Wintrich-Halle;20031245;LL MA;Landesliga Staffel Süd;TSV EBE Forst United;TSV Allach 09;="0:0";="0:0";Lehmann Lars-Jens;FC Bayern München e.V.;Sorcik Daniel;FC Bayern München e.V.;;;;
Sun.;18.12.2016;14:30;210401;Thüngersheim Raiffeisen Sporthalle;20052050;ÜBOL WA;ÜBOL Staffel NW;HSV Thüngersheim;HSG Volkach;="0:0";="0:0";Reitz Florian;VfL 1860 SF Bad Neustadt;;;;;;
Sun.;18.12.2016;14:30;280403;Traunreut, Halle TuS Traunreut;20062449;ÜBOL WC;ÜBOL Staffel S;TuS Traunreut;TSV Simbach;="0:0";="0:0";;;;;;;;
Sun.;18.12.2016;14:30;240140;Hemau, Tangrintel-Halle;20032306;ÜBOL MA;ÜBOL Staffel SO;HG Hemau/Beratzhausen;TSV Neutraubling;="0:0";="0:0";Deml Christian;SG Naabtal;Deml Johann;SG Naabtal;;;;
Sun.;18.12.2016;14:30;270160;Immenstadt, Julius-Kunert-Halle;20032430;ÜBOL MA;ÜBOL Staffel SW;TV Immenstadt;TSV Mindelheim;="0:0";="0:0";Tüttelmann Heinz;TSV Sonthofen;Wachter Heinz;SG Kempten-Kottern;;;;
Sun.;18.12.2016;14:45;270122;Paul-Hey-Mittelschule;20063837;ÜBL WC;ÜBL Staffel SO 1 ;HC Gauting II;TV Landau;="0:0";="0:0";Graumann Jens-Uwe;HC Gauting;;;;;;
Sun.;18.12.2016;15:00;240264;Neutraubling, Sporthalle Mittelschule;20051226;LL WA;Landesliga Staffel Süd-Ost;Mintraching/Neutraubling;HG Hemau/Beratzhausen;="0:0";="0:0";Fembacher Philipp;ATSV 1871 Kelheim e.V.;Lüthi Marius;ATSV 1871 Kelheim e.V.;;;;
Sun.;18.12.2016;15:00;280362;Salzburg, Sporthalle;20064128;ÜBL WC;ÜBL Staffel S 2;SHC Salzburg;TV Altötting;="0:0";="0:0";;;;;;;;
Sun.;18.12.2016;15:00;280360;Sauerlach, Mehrzweckhalle ;20044246;ÜBL MC;ÜBL Staffel S 3;TSV Sauerlach;TSV Haar;="0:0";="0:0";Külzer Daniel;FC Bayern München e.V.;;;;;;
Sun.;18.12.2016;15:00;260340;Regen, Realschulsporthalle;20052109;ÜBOL WA;ÜBOL Staffel NO;HSG Bayerwald;FC Neunburg v.W.;="0:0";="0:0";Aigner Thomas;SSG Metten;;;;;;
Sun.;18.12.2016;15:00;250462;Wittislingen, Schulsporthalle ;20032251;ÜBOL MA;ÜBOL Staffel W;TSV Wittislingen;TSV Neusäss;="0:0";="0:0";Heimann Felicitas;TSG Augsburg;Kubasta Franziska;TSG Augsburg;;;;
Sun.;18.12.2016;15:10;240104;Forchheim, Berufschulturnhalle;20037152;ÜBOL MB;ÜBOL Staffel NO;HC Forchheim;JSG Amberg/Sulzbach;="0:0";="0:0";Krämer Theo;TS Herzogenaurach;;;;;;
Sun.;18.12.2016;15:30;210026;Bergtheim Willi-Sauer-Halle;20021078;LLF;Landesliga Staffel N;HSG Pleichach;SG Regensburg;="0:0";="0:0";Sachse Reinhard;HG Maintal;Weis Jörg;HG Maintal;;;;
Sun.;18.12.2016;15:30;210061;Dittelbrunn Marienbach-Zentrum;20058050;ÜBL WB;ÜBL Staffel NW ;TSV Pfändhausen;SG DJK Rimpar;="0:0";="0:0";Schmidt Robert;TSV Mellrichstadt;;;;;;
Sun.;18.12.2016;16:00;240147;Hilpoltstein, Sporthalle Gymnasium;20063537;ÜBL WC;ÜBL Staffel M ;TV Hilpoltstein;JSG Fürther Land II;="0:0";="0:0";Müller Jennifer;HSG Berching/Pollanten;;;;;;
Sun.;18.12.2016;16:00;280320;Prien, Ludwig-Thoma-Halle;20033705;ÜBL MA;ÜBL Staffel S 1;TuS Prien;TSV Schliersee;="0:0";="0:0";Walden Fabian;TSV Brannenburg;;;;;;
Sun.;18.12.2016;16:00;270122;Paul-Hey-Mittelschule;20043936;ÜBL MC;ÜBL Staffel SW 2 ;HC Gauting;TSV Alling;="0:0";="0:0";Wicklmayr Stefan;HC Gauting;;;;;;
Sun.;18.12.2016;16:00;270126;Gilching, Rathaushalle ;20052526;ÜBOL WA;ÜBOL Staffel SW;TSV Gilching;PSV München;="0:0";="0:0";;;;;;;;
Sun.;18.12.2016;16:15;280403;Traunreut, Halle TuS Traunreut;20052731;ÜBOL WA;ÜBOL Staffel S;TuS Traunreut;TSV Vaterstetten;="0:0";="0:0";Telalovic Mirsad;ESV Rosenheim;;;;;;
Sun.;18.12.2016;16:20;280080;Ebersberg, Dr. Wintrich-Halle;20050034;BY WA;Bayernliga;TSV EBE Forst United;HSG Würm-Mitte;="0:0";="0:0";Asam Alfred;FC Bayern München e.V.;Fritsche Hubert;TSV Unterhaching;;;;
Sun.;18.12.2016;16:30;270160;Immenstadt, Julius-Kunert-Halle;20012097;LLM;Landesliga Staffel S;TV Immenstadt;TSV Ottobeuren;="0:0";="0:0";Schaub Stefan;SG Biessenhofen-Marktoberdorf;Seidel Philipp;SG Kempten-Kottern;;;;
Sun.;18.12.2016;16:40;280362;Salzburg, Sporthalle;20057525;ÜBOL WB;ÜBOL Staffel S;SHC Salzburg;TSV Brannenburg;="0:0";="0:0";Gastschiedsrichter Österreich I;Dummy 1;;;;;;
Sun.;18.12.2016;17:00;280255;München, Sporthalle TSV Solln;20064029;ÜBL WC;ÜBL Staffel S 1;TSV Solln;TSV München-Ost;="0:0";="0:0";Dunzinger Werner;HSG München West;;;;;;
Sun.;18.12.2016;17:00;280236;München, Schulsporthalle Marsplatz 8;20057523;ÜBOL WB;ÜBOL Staffel S;MTSV Schwabing;TSV Vaterstetten;="0:0";="0:0";Gürsel Linay;SV Anzing;;;;;;
Sun.;18.12.2016;17:15;280253;München, Sporthalle MTV79 Werdenfelsstr.;20042449;ÜBOL MC;ÜBOL Staffel S;MTV 79 München;TV Bad Tölz;="0:0";="0:0";Sikman Goran;FC Bayern München e.V.;;;;;;
Sun.;18.12.2016;18:00;210121;Giebelstadt Mehrzweckhalle;20038137;ÜBL MB;ÜBL Staffel NW 2;SpVgg Giebelstadt;HSG Volkach;="0:0";="0:0";Ernst Matthias;TG Höchberg von 1862 Handball;;;;;;
Sun.;18.12.2016;18:00;280403;Traunreut, Halle TuS Traunreut;20032531;ÜBOL MA;ÜBOL Staffel S ;TuS Traunreut;TSV Übersee;="0:0";="0:0";Telalovic Mirsad;ESV Rosenheim;;;;;;
Thu.;22.12.2016;19:00;220001;Ahorn, Schulsporthalle;20038221;ÜBL MB;ÜBL Staffel N ;HG Hut/Ahorn;TV Marktleugast;="0:0";="0:0";Fink Christian;TV Coburg-Neuses;;;;;;
Fri.;06.01.2017;16:30;270184;Kempten, Sporthalle an der Westendstrasse;20012098;LLM;Landesliga Staffel S;SG Kempten-Kottern;TSV Vaterstetten;="0:0";="0:0";Heimrich Michael;TSV Herrsching;Kopp Rainer;TSV  1909 Gersthofen e.V.;;;;
Sat.;07.01.2017;00:00;250101;Friedberg, Sporthalle des TSV Friedberg;20012099;LLM;Landesliga Staffel S;TSV Friedberg II;SG Süd/Blumenau;="0:0";="0:0";;;;;;;;
Sat.;07.01.2017;15:00;240300;Obertraubling, Sportzentrum;20063438;ÜBL WC;ÜBL Staffel NO;SV Obertraubling;SG Regensburg;="0:0";="0:0";;;;;;;;
Sat.;07.01.2017;15:30;220021;Bayreuth, Sporthalle Ost;20056041;LL WB;Landesliga Staffel Nord;HaSpo Bayreuth;HC Erlangen;="0:0";="0:0";Jäger Armin;TS Schwarzenbach;;;;;;
Sat.;07.01.2017;15:45;250008;Haunstetten, Sporthalle  TSV;20056251;LL WB;Landesliga Staffel Süd;TSV Haunstetten;TSV Ismaning;="0:0";="0:0";Barnickel Lucas;TSV Schwabmünchen;Hübenthal Frank;TSV Schwabmünchen;;;;
