Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Thu.;14.07.2016;20:00;240348;Röthenbach, Steinberghalle;20161013;Pokal M;pokal IV;TSV Röthenbach;HC Sulzb.Rosenb.;="22:28";="0:0";Guzik Werner;HSG Nabburg-Schwarzenfeld;Hunzinger Reiner;HSG Nabburg-Schwarzenfeld;;;;
Fri.;15.07.2016;19:15;240005;Auerbach, Helmut-Ott-Halle;20161018;Pokal M;pokal IV;SV 08 Auerbach;HC Weiden;="28:19";="0:0";Bayerlein Uli;ASV 1863 Cham;Ludwig Simon;HV Oberviechtach;;;;
Fri.;15.07.2016;20:15;230363;Schwabach, Johannes-Kern-Schule;20161009;Pokal M;pokal III;SG Schwabach/Roth;TV Roßtal;="25:28";="12:12";Hehn Carsten;MTV Stadeln e. V.;Tauchert Jan;MTV Stadeln e. V.;;;;
Sat.;16.07.2016;00:00;;;20161004;Pokal M;pokal II;TV Weidhausen;SG Marktleuthen/Niederlamitz;="0:0";="0:0";;;;;;;;
Sat.;16.07.2016;12:00;260061;Dachau, Georg-Scherer-Halle;20161025;Pokal M;Pokal VI;ASV Dachau;TSV Rottenburg;="35:27";="18:10";Pieper Horst;MBB SG Manching;Schmidt Andreas;MBB SG Manching;;;;
Sat.;16.07.2016;14:30;210201;Lohr Spessarttorhalle;20161001;Pokal M;pokal I;TSV Lohr;FC Bad Brückenau;="36:17";="0:0";Sachse Reinhard;HG Maintal;Weis Jörg;HG Maintal;;;;
Sat.;16.07.2016;16:30;270224;Mindelheim, Maristenkolleg;20161028;Pokal M;Pokal VII;TSV Mindelheim;TSV Weilheim;="22:23";="11:14";Spegele Markus;SC Unterpfaffenhofen/Germering;Weineck Daniel;SC Unterpfaffenhofen/Germering;;;;
Sat.;16.07.2016;17:00;260100;Freising, Luitpoldhalle;20161026;Pokal M;Pokal VI;HSG Freising-Neufahrn;TSV Simbach;="31:38";="0:0";Büchlmeir Martin;TV Passau;Stark Sebastian;TV Landau;;;;
Sat.;16.07.2016;17:00;280180;Kirchheim, Schulsporthalle;20161039;Pokal M;Pokal VIII;Kirchheimer SC;VfR Garching;="21:24";="8:9";Perstorfer Isidor;FC Bayern München e.V.;;;;;;
Sat.;16.07.2016;18:00;240102;Forchheim, Sporthalle Realschule;20160005;Pokal F;Pokal F R1 T2;HC Forchheim;TSV Winkelhaid;="0:0";="0:0";Kokai Istvan;HSG Siemens Erlangen/ FC Niederlindach;Lippmann Andreas;HSG Siemens Erlangen/ FC Niederlindach;;;;
Sat.;16.07.2016;18:00;280160;Ismaning, Schulsporthalle;20161040;Pokal M;Pokal VIII;TSV Ismaning;TSV Vaterstetten;="36:21";="0:0";Lukac Igor;TuS Prien;Mengedoht Tobias;TuS Prien;;;;
Sat.;16.07.2016;18:00;280420;Unterhaching, Hachinga-Halle;20161036;Pokal M;Pokal VIII;TSV Unterhaching;ESV Freilassing;="33:16";="0:0";Prinz Theresa;SG Süd/Blumenau;Uhlmann Danny;SG Süd/Blumenau;;;;
Sat.;16.07.2016;18:00;280320;Prien, Ludwig-Thoma-Halle;20161041;Pokal M;Pokal VIII;TuS Prien;SV Anzing;="21:27";="9:13";Durmaz Faruk;HSG Freising-Neufahrn;Weber Andre;HSG Freising-Neufahrn;;;;
Sat.;16.07.2016;18:30;270320;Peißenberg, Glückauf-Halle ;20161032;Pokal M;Pokal VII;TSV Peißenberg;TV Waltenhofen;="23:17";="11:8";Finsterwalder Rene;TSV Schongau;;;;;;
Sat.;16.07.2016;18:30;240300;Obertraubling, Sportzentrum;20161016;Pokal M;pokal IV;SV Obertraubling;TV Erl.-Bruck;="21:37";="10:19";Guzik Werner;HSG Nabburg-Schwarzenfeld;Ströhl Günter;HC Sulzbach-Rosenberg;;;;
Sat.;16.07.2016;19:00;240180;Kelheim, städtische Sporthalle;20161017;Pokal M;pokal IV;ATSV Kelheim e.V;ASV 1863 Cham;="30:25";="10:12";Hunzinger Reiner;HSG Nabburg-Schwarzenfeld;Prasse Herbert;HG SGS/TV Amberg;;;;
Sat.;16.07.2016;19:30;270060;Dietmannsried, Dreifachsporthalle;20161034;Pokal M;Pokal VII;Dietmannsried/Altusried;TSV Ottobeuren;="34:17";="0:0";Niederlöhner Joachim;SSV Ettal;Spindler Rüdiger;FC Bayern München e.V.;;;;
Sat.;16.07.2016;19:30;210471;Würzburg TG Heidingsfeld Sportzentrum ;20161002;Pokal M;pokal I;TG Heidingsfeld;Handball-Club Unterfranken;="24:18";="12:7";Arheidt Frank;TV/DJK Hammelburg;Stumpe Dirk;1.FC Bad Brückenau;;;;
Sun.;17.07.2016;12:00;270184;Kempten, Sporthalle an der Westendstrasse;20160018;Pokal F;Pokal F R1 T7;VfL Günzburg;Dietmannsried/Altusried;="32:39";="13:17";Schaub Stefan;SG Biessenhofen-Marktoberdorf;Seidel Philipp;SG Kempten-Kottern;;;;
Sun.;17.07.2016;12:00;270124;Germering, Unterpfaffenhofen Realschule ;20160021;Pokal F;Pokal F R1 T8;SC U`hfn/Germering;FC Bayern München;="26:15";="0:0";Schneck Michael;TuS Fürstenfeldbruck;;;;;;
Sun.;17.07.2016;12:00;260100;Freising, Luitpoldhalle;20160024;Pokal F;Pokal F R1 T9;ASV Dachau II;MBB SG Manching;="24:16";="10:6";Lutz Marcus;SpVgg Erdweg;Spandau Fabian;HSG Freising-Neufahrn;;;;
Sun.;17.07.2016;13:00;210342;Rimpar DJK-Halle;20160001;Pokal F;Pokal F R1 T1;SG DJK Rimpar;SG Garitz/Nüdl.;="27:15";="14:9";Arheidt Frank;TV/DJK Hammelburg;Fries Michaela;TV/DJK Hammelburg;;;;
Sun.;17.07.2016;13:00;260165;Ingolstadt, Bezirkssportanlage Süd-West I;20160012;Pokal F;Pokal F R1 T5;DJK Ingolstadt;TSV Ismaning II;="17:26";="6:14";Sikman Goran;FC Bayern München e.V.;;;;;;
Sun.;17.07.2016;14:00;240082;Erlangen, Karl-Heinz-Hiersemann Halle;20160007;Pokal F;Pokal F R1 T3;ESV 27 Regensbg.;HC Erlangen;="28:30";="0:0";Gütle Tobias;TS Herzogenaurach;Wolf Nikolas;TS Herzogenaurach;;;;
Sun.;17.07.2016;14:15;280224;München, Sporthalle Eversbuschstr.;20160013;Pokal F;Pokal F R1 T5;TSV Allach 09;Kissinger SC;="17:15";="7:6";Mc Kie Thomas;TSV Unterhaching;;;;;;
Sun.;17.07.2016;14:15;270184;Kempten, Sporthalle an der Westendstrasse;20160019;Pokal F;Pokal F R1 T7;SG Kempten-Kottern;TV Waltenhofen;="10:35";="0:0";Dzionsko Thomas;TSV Schongau;Finsterwalder Rene;TSV Schongau;;;;
Sun.;17.07.2016;14:15;270124;Germering, Unterpfaffenhofen Realschule ;20160022;Pokal F;Pokal F R1 T8;TSV Vaterstetten;HCD Gröbenzell;="27:31";="0:0";Böhm Max;SC Weßling;Schumann Florian;SC Unterpfaffenhofen/Germering;;;;
Sun.;17.07.2016;14:15;260100;Freising, Luitpoldhalle;20160025;Pokal F;Pokal F R1 T9;SVA Palzing;TSV Simbach;="23:27";="0:0";Lutz Marcus;SpVgg Erdweg;Spandau Fabian;HSG Freising-Neufahrn;;;;
Sun.;17.07.2016;15:00;270461;Weilheim, Jahnhalle ;20160027;Pokal F;Pokal F R1 T10;TSV Weilheim;TSV Peißenberg;="21:22";="10:6";Napierala Michael;HSG Isar-Loisach;Schadt Heiko;HSG Isar-Loisach;;;;
Sun.;17.07.2016;15:00;250180;Kissing, Paartal-Halle;20161020;Pokal M;pokal V;Kissinger SC;TSV Göggingen;="26:23";="0:0";Bieber Patrick;VfL Günzburg;Geiger Christian;VfL Günzburg;;;;
Sun.;17.07.2016;16:00;220260;Naila, Frankenhalle;20160004;Pokal F;Pokal F R1 T2;HG Naila;TV Hallstadt;="17:23";="9:13";Groß Valentin;TV Münchberg;Weiß Nicolas;TV Münchberg;;;;
Sun.;17.07.2016;16:00;220261;Neustadt, Frankenhalle;20161005;Pokal M;pokal II;HSG Rödental/Neustadt;TV 1886 Ebersd.;="51:22";="0:0";Cyranek Dirk;TV Coburg-Neuses;Posanski Uwe;TV Coburg-Neuses;;;;
Sun.;17.07.2016;16:00;250021;Bobingen, Sporthalle;20161021;Pokal M;pokal V;TSV Bobingen;TSV Niederraunau;="20:41";="11:22";Haas Clemens;Kissinger SC;Tappert Stephan;TSV Friedberg;;;;
Sun.;17.07.2016;16:30;280224;München, Sporthalle Eversbuschstr.;20160014;Pokal F;Pokal F R1 T5;TSV Göggingen;TSV Karlsfeld;="23:15";="0:0";Krohn Joshua;SG Süd/Blumenau;;;;;;
Sun.;17.07.2016;16:30;280130;Grafing, Schulsportzentrum ;20160017;Pokal F;Pokal F R1 T6;TSV Grafing;TSV Herrsching;="28:19";="16:8";Stelzer Dominik;SV-DJK Taufkirchen;Wollin Michaela;SV Anzing;;;;
Sun.;17.07.2016;16:30;270184;Kempten, Sporthalle an der Westendstrasse;20160020;Pokal F;Pokal F R1 T7;SG Biessenhofen-Marktoberdorf;TSV Haunstetten;="21:31";="0:0";Niederlöhner Joachim;SSV Ettal;Spegele Markus;SC Unterpfaffenhofen/Germering;;;;
Sun.;17.07.2016;16:30;270124;Germering, Unterpfaffenhofen Realschule ;20160023;Pokal F;Pokal F R1 T8;ASV Dachau III;TuS Fürstenfeldbruck;="17:15";="8:7";Hoffmann Jürgen;TSV Gilching;;;;;;
Sun.;17.07.2016;16:30;260100;Freising, Luitpoldhalle;20160026;Pokal F;Pokal F R1 T9;HSG Freising-Neufahrn;TG Landshut;="17:35";="10:15";Mittermeier Andreas;SpVgg Altenerding;Wienerl Michael;SpVgg Altenerding;;;;
Sun.;17.07.2016;16:30;270120;Partenkirchen, Sporthalle Zugspitzrealschule ;20161031;Pokal M;Pokal VII;TSV Partenkirchen;TSV Herrsching;="18:31";="0:0";König Thomas;TSV Weilheim;Sander Michael;TSV Weilheim;;;;
Sun.;17.07.2016;16:30;240145;Herzogenaurach, Sporthalle Gymnasium;20161014;Pokal M;pokal IV;TS Herzogenaurach;SG Regensburg;="21:18";="0:0";Wölfel Norbert;SV Buckenhofen;Wölfel Tobias;SV Buckenhofen;;;;
Sun.;17.07.2016;16:30;250008;Haunstetten, Sporthalle  TSV;20161022;Pokal M;pokal V;TSV Haunstetten;TSV Friedberg;="29:18";="0:0";Bräunlein Franz;TSV  1909 Gersthofen e.V.;Meck Hans;VfL Günzburg;;;;
Sun.;17.07.2016;18:00;270080;Eichenau, Sporthalle an der Budrio-Allee;20161033;Pokal M;Pokal VII;Eichenauer SV;SC U`hfn/Germering;="21:26";="8:12";Graf Markus;HSG Schwab/kirchen;Westermaier Tobias;HSG Schwab/kirchen;;;;
Sun.;17.07.2016;18:30;280224;München, Sporthalle Eversbuschstr.;20161037;Pokal M;Pokal VIII;TSV Allach 09;TSV Milbertshofen;="28:26";="17:14";Erhart Herbert;TSV Unterhaching;Geier Klaus;TSV Unterhaching;;;;
Sun.;17.07.2016;20:00;280360;Sauerlach, Mehrzweckhalle ;20161035;Pokal M;Pokal VIII;TSV Sauerlach;SG Süd/Blumenau;="13:27";="6:14";Durmaz Faruk;HSG Freising-Neufahrn;Weber Andre;HSG Freising-Neufahrn;;;;
Mon.;18.07.2016;20:00;270129;Gräfelfing, Kurt-Huber-Gymnasium;20161029;Pokal M;Pokal VII;HSG Würm-Mitte;TV Bad Tölz;="42:16";="19:9";Kauth Markus;SC Unterpfaffenhofen/Germering;Kolb Andre;HSG Gröbenzell-Olching;;;;
Tue.;19.07.2016;20:00;210182;Kitzingen Sickergrundhalle;20160003;Pokal F;Pokal F R1 T1;HSG Mainfranken;HSG Pleichach;="25:21";="10:11";Schneider Christian;TV Marktsteft;Troll Michael;TV Marktsteft;;;;
Tue.;19.07.2016;20:30;280400;Taufkirchen, Sporthalle Köglweg;20160029;Pokal F;Pokal F R1 T10;SV-DJK Taufkirchen;HSG Würm-Mitte;="31:38";="0:0";Erhart Herbert;TSV Unterhaching;Geier Klaus;TSV Unterhaching;;;;
Thu.;21.07.2016;20:00;280238;München, Sportpark SVN München;20160028;Pokal F;Pokal F R1 T10;SVN München e.V.;SG Neuaubing/Dachau 65;="9:27";="6:12";Erhart Herbert;TSV Unterhaching;;;;;;
Thu.;21.07.2016;20:00;210141;Höchberg Mainlandhalle;20161003;Pokal M;pokal I;TG 1862 Höchberg;DJK Waldbüttelbr;="18:31";="0:0";Kloos Michael;HSG Volkach;Pfister Rigobert;SG Dettelbach/Bibergau;;;;
Thu.;21.07.2016;20:30;230343;Rothenburg, An der Bleiche;20161012;Pokal M;pokal III;TSV Rothenburg;HSG Lauf/Heroldsberg;="26:34";="14:17";Hermannstädter Udo-Marcel;TS Herzogenaurach;Richter Petronela;TS Herzogenaurach;;;;
Fri.;22.07.2016;20:30;260205;Landshut, Halle Sportzentrum West;20161024;Pokal M;Pokal VI;TG Landshut;MTV  Ingolstadt;="0:0";="0:0";Gierke David;ASV Dachau;Konwitschny Korbinian;ASV Dachau;;;;
Fri.;22.07.2016;20:30;270180;Neugablonz, Sporthalle an der Turnerstrasse;20161030;Pokal M;Pokal VII;SG Kaufbeuren/Neugablonz;SG Kempten-Kottern;="31:26";="0:0";Niederlöhner Joachim;SSV Ettal;Spegele Markus;SC Unterpfaffenhofen/Germering;;;;
Sat.;23.07.2016;14:30;230107;Fürth, MTV Halle;20161010;Pokal M;pokal III;MTV Stadeln ;ESV Flügelrad;="19:18";="11:10";Goeckel Martin;TSV Wendelstein;Wölfel Kerstin;TSV 1899 Röthenbach;;;;
Sat.;23.07.2016;15:30;210026;Bergtheim Willi-Sauer-Halle;20160002;Pokal F;Pokal F R1 T1;HSV Bergtheim II;FC Bad Brückenau;="19:27";="6:13";Korn Daniel;TSV Waigolshausen;Weber Michael;TV Gerolzhofen;;;;
Sat.;23.07.2016;16:00;280030;Brannenburg, Mehrzweckhalle;20160015;Pokal F;Pokal F R1 T6;TSV Brannenburg;VfL Waldkraiburg;="24:20";="10:13";Löw Andreas;TSV Grafing;Wörndl Anton;TSV Grafing;;;;
Sat.;23.07.2016;16:00;260164;Ingolstadt, Bezirkssportanlage Süd-Ost;20161027;Pokal M;Pokal VI;HG Ingolstadt;TSV Taufkirchen/vils;="31:15";="0:0";Durmaz Faruk;HSG Freising-Neufahrn;Weber Andre;HSG Freising-Neufahrn;;;;
Sat.;23.07.2016;16:30;240145;Herzogenaurach, Sporthalle Gymnasium;20160008;Pokal F;Pokal F R1 T3;TS Herzogenaurach;HC Sulzb.Rosenb.;="41:21";="0:0";Auer Peter;TSV 04 Feucht;Pachuntke Leif;TSV 04 Feucht;;;;
Sat.;23.07.2016;18:00;220400;Tirschenreuth, Gymnasium;20161008;Pokal M;pokal II;HC Tirschenreuth;HaSpo Bayreuth;="11:48";="5:22";John Patric;SG Marktleuthen/Niederlamitz;Thierfelder Markus;SG Marktleuthen/Niederlamitz;;;;
Sat.;23.07.2016;18:00;230020;Bad Windsheim, Schulzentrum;20161011;Pokal M;pokal III;TV Bad Windsheim;HG Ansbach;="25:20";="14:15";Grimm Ulrich;HC Cadolzburg;Hehn Carsten;MTV Stadeln e. V.;;;;
Sun.;24.07.2016;11:30;220040;Coburg, Angersporthalle;20161006;Pokal M;pokal II;TV Coburg-Neuses;TV Münchberg;="26:22";="13:14";De Rooij Jan Claas;HG Hut/Ahorn;Hochwart Florian;TS Lichtenfels;;;;
Sun.;24.07.2016;16:00;240200;Lauf, Bitterbach-Halle;20160006;Pokal F;Pokal F R1 T3;TSV Röthenbach;Nabburg/Schwarzenfeld;="17:20";="8:11";Eckl Peter;HG SGS/TV Amberg;Prasse Herbert;HG SGS/TV Amberg;;;;
Sun.;24.07.2016;16:00;240148;Hannberg, Seebachgrundhalle;20161015;Pokal M;pokal IV;HSG Erlangen/Niederlindach;TV 1881 Altdorf;="35:25";="0:0";Gütle Tobias;TS Herzogenaurach;Wolf Nikolas;TS Herzogenaurach;;;;
Mon.;25.07.2016;21:00;280246;München, Sporthalle FC Bayern;20161038;Pokal M;Pokal VIII;FC Bayern München;TSV Trudering;="24:17";="10:9";Erhart Herbert;TSV Unterhaching;Geier Klaus;TSV Unterhaching;;;;
Wed.;27.07.2016;19:30;220221;Marktredwitz, Städt. Sporthalle;20161007;Pokal M;pokal II;HSG Fichtelgebirge;TV Helmbrechts;="23:19";="13:6";Bayer Andreas;TS Schwarzenbach;Schimik Dieter;TS Schwarzenbach;;;;
Thu.;28.07.2016;19:30;280320;Prien, Ludwig-Thoma-Halle;20160016;Pokal F;Pokal F R1 T6;TuS Prien;TSV Trudering;="33:17";="13:6";Löw Andreas;TSV Grafing;Wörndl Anton;TSV Grafing;;;;
Sat.;30.07.2016;13:00;230300;Oberasbach, Dietrich-Bonhoeffer-Gymnasium;20160009;Pokal F;Pokal F R1 T4;TSV Altenberg;MTV Stadeln ;="11:28";="0:0";Grimm Ulrich;HC Cadolzburg;Richter Petronela;TS Herzogenaurach;;;;
Sat.;30.07.2016;18:00;250064;Donauwörth, Neudegger-Halle ;20161019;Pokal M;pokal V;VSC Donauwörth;VfL Günzburg;="20:27";="11:12";Förster Joachim;TSV Meitingen;Kamlah Thomas;TSV Meitingen;;;;
Sun.;31.07.2016;14:30;230260;Neuendettelsau, Sporthalle;20160011;Pokal F;Pokal F R1 T4;TSV Lichtenau;SV Obertraubling;="31:25";="15:14";Krüger Harald;SpVgg Mögeldorf 2000;Schöpf Thomas;TSV 1860 Weißenburg;;;;
Sun.;31.07.2016;16:00;260300;Oberschleißheim, Sporthalle an der Jahnstr. ;20161023;Pokal M;Pokal VI;TSV Schleißheim;TV Eggenfelden;="19:13";="6:10";Pieper Horst;MBB SG Manching;Schmidt Andreas;MBB SG Manching;;;;
Sat.;03.09.2016;14:00;260205;Landshut, Halle Sportzentrum West;20160075;Pokal M;Pokal M R2 T12;TG Landshut;TSV Niederraunau;="28:24";="13:14";Haderlein Stefan;ESV Flügelrad Nürnberg;Haderlein Tanja;ESV Flügelrad Nürnberg;;;;
Sat.;03.09.2016;14:00;270140;Herrsching, Sporthalle an der Nikolausstrasse ;20160057;Pokal M;Pokal M R2 T6;VfL Günzburg;TSV Haunstetten;="35:36";="0:0";Schaub Stefan;SG Biessenhofen-Marktoberdorf;Seidel Philipp;SG Kempten-Kottern;;;;
Sat.;03.09.2016;16:00;270140;Herrsching, Sporthalle an der Nikolausstrasse ;20160058;Pokal M;Pokal M R2 T6;TSV Herrsching;SV Anzing;="38:26";="0:0";Schaub Stefan;SG Biessenhofen-Marktoberdorf;Seidel Philipp;SG Kempten-Kottern;;;;
Sat.;03.09.2016;16:15;260205;Landshut, Halle Sportzentrum West;20160077;Pokal M;Pokal M R2 T12;TSV Niederraunau;ASV Dachau;="20:24";="8:11";Schweizer Harald;TSV Friedberg;Vornehm Herbert;TSV Haunstetten;;;;
Sat.;03.09.2016;18:30;260205;Landshut, Halle Sportzentrum West;20160076;Pokal M;Pokal M R2 T12;ASV Dachau;TG Landshut;="29:28";="25:25";Haderlein Stefan;ESV Flügelrad Nürnberg;Haderlein Tanja;ESV Flügelrad Nürnberg;;;;
Sat.;03.09.2016;18:30;270140;Herrsching, Sporthalle an der Nikolausstrasse ;20160059;Pokal M;Pokal M R2 T6;TSV Haunstetten;TSV Herrsching;="30:26";="0:0";Spegele Markus;SC Unterpfaffenhofen/Germering;Weineck Daniel;SC Unterpfaffenhofen/Germering;;;;
Sun.;04.09.2016;12:00;260205;Landshut, Halle Sportzentrum West;20160036;Pokal F;Pokal F R2 T3;TG Landshut;HG Ingolstadt;="30:24";="18:14";Heimrich Michael;TSV Herrsching;Kopp Rainer;TSV  1909 Gersthofen e.V.;;;;
Sun.;04.09.2016;12:00;210471;Würzburg TG Heidingsfeld Sportzentrum ;20160042;Pokal M;Pokal M R2 T1;MTV Stadeln ;TSV Altenberg;="35:21";="17:12";Feulner Christoph;HSC Bad Neustadt;Liebsch Bernd;TV/DJK Hammelburg;;;;
Sun.;04.09.2016;12:00;230341;Roßtal, Mittelschule;20160054;Pokal M;Pokal M R2 T5;TV Erl.-Bruck;TV Roßtal;="38:20";="18:5";Brucker Jonas;HC Weiden;Fembacher Philipp;ATSV 1871 Kelheim e.V.;;;;
Sun.;04.09.2016;12:00;250180;Kissing, Paartal-Halle;20160063;Pokal M;Pokal M R2 T8;TSV Ismaning;TSV Landsberg;="35:27";="19:12";Heekeren Björn;TSV Friedberg;Schupp Patrick;TSV Friedberg;;;;
Sun.;04.09.2016;14:00;280030;Brannenburg, Mehrzweckhalle;20160063;Pokal F;Pokal F R2 T12;TSV Allach 09;TSV Ismaning II;="21:19";="13:6";Löw Andreas;TSV Grafing;Wörndl Anton;TSV Grafing;;;;
Sun.;04.09.2016;14:00;260205;Landshut, Halle Sportzentrum West;20160037;Pokal F;Pokal F R2 T3;SG Regensburg;Mintraching/Neutraubling;="19:21";="9:8";Berger Christian;TSV Allach 09 ;Berger Stefan;TSV Allach 09 ;;;;
Sun.;04.09.2016;14:00;210471;Würzburg TG Heidingsfeld Sportzentrum ;20160043;Pokal M;Pokal M R2 T1;TG Heidingsfeld;TV Bad Windsheim;="20:17";="9:8";Sachse Reinhard;HG Maintal;Weis Jörg;HG Maintal;;;;
Sun.;04.09.2016;14:00;230341;Roßtal, Mittelschule;20160055;Pokal M;Pokal M R2 T5;HSG Fichtelgebirge;SV 08 Auerbach;="31:26";="0:0";Pernet Matthias;TSV 1899 Röthenbach;Werner Sven;SG DJK SB/SC Regensburg;;;;
Sun.;04.09.2016;14:00;250180;Kissing, Paartal-Halle;20160064;Pokal M;Pokal M R2 T8;TSV Weilheim;Kissinger SC;="19:26";="7:15";Heekeren Björn;TSV Friedberg;Schupp Patrick;TSV Friedberg;;;;
Sun.;04.09.2016;16:00;280030;Brannenburg, Mehrzweckhalle;20160064;Pokal F;Pokal F R2 T12;TSV Brannenburg;TSV Ottobeuren;="24:28";="13:15";Erhart Herbert;TSV Unterhaching;Geier Klaus;TSV Unterhaching;;;;
Sun.;04.09.2016;16:30;260205;Landshut, Halle Sportzentrum West;20160038;Pokal F;Pokal F R2 T3;TG Landshut;Mintraching/Neutraubling;="31:25";="0:0";Heimrich Michael;TSV Herrsching;Kopp Rainer;TSV  1909 Gersthofen e.V.;;;;
Sun.;04.09.2016;16:30;210471;Würzburg TG Heidingsfeld Sportzentrum ;20160044;Pokal M;Pokal M R2 T1;MTV Stadeln ;TG Heidingsfeld;="23:21";="0:0";Sachse Reinhard;HG Maintal;Weis Jörg;HG Maintal;;;;
Sun.;04.09.2016;16:30;230341;Roßtal, Mittelschule;20160056;Pokal M;Pokal M R2 T5;TV Erl.-Bruck;HSG Fichtelgebirge;="31:25";="0:0";Brucker Jonas;HC Weiden;Fembacher Philipp;ATSV 1871 Kelheim e.V.;;;;
Sun.;04.09.2016;16:30;250180;Kissing, Paartal-Halle;20160065;Pokal M;Pokal M R2 T8;TSV Ismaning;Kissinger SC;="29:19";="0:0";Sand Frank;TV Lauingen;Schaarschmidt Michael;TV Gundelfingen;;;;
Sun.;04.09.2016;18:30;280030;Brannenburg, Mehrzweckhalle;20160065;Pokal F;Pokal F R2 T12;TSV Allach 09;TSV Ottobeuren;="28:21";="0:0";Erhart Herbert;TSV Unterhaching;Geier Klaus;TSV Unterhaching;;;;
Sat.;10.09.2016;14:00;210181;Kitzingen TGK Ballspielhalle;20160030;Pokal F;Pokal F R2 T1;HC Erlangen;HC Forchheim;="26:24";="0:0";Grimm Ulrich;HC Cadolzburg;Müller Florian;HC Cadolzburg;;;;
Sat.;10.09.2016;14:00;270124;Germering, Unterpfaffenhofen Realschule ;20160060;Pokal F;Pokal F R2 T11;SVA Palzing II;SC U`hfn/Germering;="15:25";="0:0";Karaca Hakan;PSV München;Lamberty Julian;PSV München;;;;
Sat.;10.09.2016;14:00;230001;Ansbach, Beckenweiherhalle;20160033;Pokal F;Pokal F R2 T2;TSV Lichtenau;HG Ansbach;="23:28";="11:12";Fass Dominik;TSV Altenfurt;Güßregen Florian;TSV Altenfurt;;;;
Sat.;10.09.2016;14:00;270060;Dietmannsried, Dreifachsporthalle;20160051;Pokal F;Pokal F R2 T8;Dietmannsried/Altusried;SV München Laim;="33:30";="0:0";Mehmeti Kadri;TSV Ottobeuren;Murseli Rizah;TSV Ottobeuren;;;;
Sat.;10.09.2016;14:00;260061;Dachau, Georg-Scherer-Halle;20160054;Pokal F;Pokal F R2 T9;ASV Dachau III;TSV Simbach;="17:31";="9:16";Heimrich Michael;TSV Herrsching;Kopp Rainer;TSV  1909 Gersthofen e.V.;;;;
Sat.;10.09.2016;14:00;260069;Dachau, Sporthalle Augustenfeld;20160069;Pokal M;Pokal M R2 T10;TSV Dachau 65;TSV Allach 09;="28:30";="12:13";Börkey Günther;TSV Herrsching;Holzner Rudolf;TSV Großhadern;;;;
Sat.;10.09.2016;14:00;260164;Ingolstadt, Bezirkssportanlage Süd-Ost;20160045;Pokal M;Pokal M R2 T2;HaSpo Bayreuth;TV Weidhausen;="39:13";="21:6";Flohr Benjamin;MTV Stadeln e. V.;Murrmann Stefan;TSV Altenfurt;;;;
Sat.;10.09.2016;14:00;270320;Peißenberg, Glückauf-Halle ;20160060;Pokal M;Pokal M R2 T7;TSV Peißenberg;TSV Brannenburg;="32:25";="10:12";Balzer Oliver;TV Gefrees;Jauch Oliver;MTV 79 München;;;;
Sat.;10.09.2016;16:00;210181;Kitzingen TGK Ballspielhalle;20160031;Pokal F;Pokal F R2 T1;TS Herzogenaurach;HSG Mainfranken;="26:23";="0:0";Langner Daniel;TV/DJK Hammelburg;Liebsch Bernd;TV/DJK Hammelburg;;;;
Sat.;10.09.2016;16:00;270124;Germering, Unterpfaffenhofen Realschule ;20160061;Pokal F;Pokal F R2 T11;TSV Haunstetten;TSV Grafing;="30:15";="0:0";Dautovic Elmir;PSV München;Mc Kie Thomas;TSV Unterhaching;;;;
Sat.;10.09.2016;16:00;230001;Ansbach, Beckenweiherhalle;20160034;Pokal F;Pokal F R2 T2;SG DJK Rimpar;SG Schwabach/Roth;="21:19";="12:10";Gröner Marko;TSV 2000 Rothenburg;;;;;;
Sat.;10.09.2016;16:00;270060;Dietmannsried, Dreifachsporthalle;20160052;Pokal F;Pokal F R2 T8;TSG Augsburg;TSV Schleißheim;="15:25";="8:12";Schaub Stefan;SG Biessenhofen-Marktoberdorf;Seidel Philipp;SG Kempten-Kottern;;;;
Sat.;10.09.2016;16:00;260069;Dachau, Sporthalle Augustenfeld;20160070;Pokal M;Pokal M R2 T10;TSV Meitingen;SG Süd/Blumenau;="31:26";="17:9";Haas Yannik;HSG Dietmannsried/ Altusried;Wilken Sebastian;HSG Dietmannsried/ Altusried;;;;
Sat.;10.09.2016;16:00;260164;Ingolstadt, Bezirkssportanlage Süd-Ost;20160046;Pokal M;Pokal M R2 T2;TSV Lohr;HG Ingolstadt;="31:25";="16:14";Flohr Benjamin;MTV Stadeln e. V.;Murrmann Stefan;TSV Altenfurt;;;;
Sat.;10.09.2016;16:00;270320;Peißenberg, Glückauf-Halle ;20160061;Pokal M;Pokal M R2 T7;SG Kaufbeuren/Neugablonz;HSG Würm-Mitte;="29:28";="13:15";Bastian Uwe;SC Unterpfaffenhofen/Germering;Huber Wolfgang;SV-DJK Taufkirchen;;;;
Sat.;10.09.2016;16:15;260061;Dachau, Georg-Scherer-Halle;20160056;Pokal F;Pokal F R2 T9;TV Gundelfingen;TSV Simbach;="24:29";="13:16";Heimrich Michael;TSV Herrsching;Kopp Rainer;TSV  1909 Gersthofen e.V.;;;;
